geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
2837,-23.463968049642943,-46.70015999230369,sao paulo,SP
82320,-25.408829434259022,-49.34211511030878,curitiba,PR
17208,-22.27441941646844,-48.55690087607485,jau,SP
4614,-23.61511941465175,-46.67361390660168,sao paulo,SP
14815,-21.950985297844984,-48.00294175414406,ibaté,SP
5145,-23.50604920847961,-46.717377395416044,sao paulo,SP
21235,-22.83563196058632,-43.32942303289283,rio de janeiro,RJ
68459,-3.768721440430488,-49.67161306128749,tucurui,PA
1420,-23.563259621991964,-46.65830952068779,são paulo,SP
31525,-19.90873042597233,-43.939777838259,belo horizonte,MG
6016,-23.52889007768219,-46.77858409027181,osasco,SP
2961,-23.491986925067764,-46.69942482154189,sao paulo,SP
21840,-22.874761319330567,-43.47332601304731,rio de janeiro,RJ
29112,-20.356352967909345,-40.347832548377475,vila velha,ES
88053,-27.439950678313874,-48.500819989728214,florianopolis,SC
4215,-23.59511660560334,-46.60492679156325,sao paulo,SP
44710,-11.506783314380133,-40.20702162732978,serrolandia,BA
3081,-23.533799050233732,-46.574814939494466,são paulo,SP
25957,-22.308799999999962,-42.88533999999999,teresopolis,RJ
62762,-4.418509776226339,-39.04621508799528,aratuba,CE
17014,-22.330769825696827,-49.072872128628404,bauru,SP
38400,-18.917303327837885,-48.28171771780642,uberlândia,MG
77820,-7.1914793846888765,-48.21618012913875,araguaina,TO
59063,-5.81887385068379,-35.214875712591656,natal,RN
24440,-22.82624073697373,-43.051234322928075,sao goncalo,RJ
58082,-7.165607771506032,-34.896598529578434,joao pessoa,PB
38740,-18.94299556914552,-46.99017724057671,patrocínio,MG
37704,-21.79568004733984,-46.52989392786439,poços de caldas,MG
92310,-29.92559178934157,-51.18168147267576,canoas,RS
65605,-4.8699146083212,-43.35143042475789,caxias,MA
4775,-23.68556681542505,-46.700883198453404,sao paulo,SP
75945,-17.410853999999947,-49.74763399999996,edealina,GO
14055,-21.154619514570953,-47.82399889869584,ribeirão preto,SP
31990,-19.85507058090484,-43.898514768798,belo horizonte,MG
40255,-12.978306000000005,-38.49971020705174,salvador,BA
13360,-22.997487510675807,-47.509703413266784,capivari,SP
27259,-22.517912534406523,-44.08133554813364,volta redonda,RJ
58840,-6.760081499364598,-37.79415627744395,pombal,PB
60812,-3.7738720898160794,-38.45833242033082,fortaleza,CE
39440,-15.805501533413553,-43.3084272134325,janauba,MG
22720,-22.9197811851232,-43.386368563419694,rio de janeiro,RJ
85960,-24.557286309944573,-54.059447514179716,marechal candido rondon,PR
6462,-23.48393798608641,-46.807241231248035,barueri,SP
94015,-29.925232028024134,-50.98819418862382,gravatai,RS
29060,-20.288260822926873,-40.2932120091466,vitoria,ES
18200,-23.59263077333835,-48.04205866382911,itapetininga,SP
82120,-25.398367072710535,-49.275201431992684,curitiba,PR
44053,-12.294255845403676,-38.915754160424704,feira de santana,BA
3664,-23.524105997778296,-46.49689740244673,sao paulo,SP
16230,-21.59179841074945,-50.60295266439151,piacatu,SP
87820,-23.38313612419481,-52.945338058065694,cidade gaúcha,PR
55125,-8.006924008450435,-36.05461744261535,toritama,PE
9180,-23.680234656981593,-46.52262505357761,santo andré,SP
82510,-25.40068114289955,-49.24303406843438,curitiba,PR
58340,-7.090945217468394,-35.23538989393628,sape,PB
89809,-27.11252988606307,-52.67762634587996,chapeco,SC
16400,-21.673659554800267,-49.753406977663964,lins,SP
80320,-25.45742970227111,-49.29644811349447,curitiba,PR
28616,-22.298971005293065,-42.51201845561868,nova friburgo,RJ
5510,-23.574937169859762,-46.70800910352589,sao paulo,SP
36880,-21.12946141326678,-42.365139982659066,muriae,MG
2617,-23.463863999999994,-46.65884174999999,sao paulo,SP
27998,-22.187160693372235,-41.65237554329781,carapebus,RJ
2915,-23.48936125078313,-46.723137429763106,sao paulo,SP
4950,-23.722448144324545,-46.765472809740885,sao paulo,SP
5530,-23.57682679349651,-46.71957676519132,sao paulo,SP
25233,-22.69557724799995,-43.30665999999997,duque de caxias,RJ
40420,-12.91383491645992,-38.49425675710642,salvador,BA
83203,-25.517169625031997,-48.506355545419645,paranagua,PR
48970,-10.457806287253543,-40.191630904442384,senhor do bonfim,BA
25965,-22.405513211612462,-42.974275624700354,teresopolis,RJ
18240,-23.493813803377467,-48.412927475037776,angatuba,SP
88850,-28.75035784294241,-49.47356288960601,forquilhinha,SC
32407,-20.00839529468796,-44.11800731435189,ibirite,MG
29300,-20.84517696637117,-41.12788424810946,cachoeiro de itapemirim,ES
37557,-22.257498644088894,-45.922373956304824,pouso alegre,MG
79823,-22.210831321379015,-54.84135376183608,dourados,MS
49290,-11.280772258606989,-37.79130118817587,itabaianinha,SE
33900,-19.799957722824992,-44.01058378231973,ribeirao das neves,MG
37030,-21.538873787516998,-45.44514214923891,varginha,MG
22745,-22.93597998441275,-43.3319789799781,rio de janeiro,RJ
30310,-19.953249443245397,-43.92798659285007,belo horizonte,MG
29946,-18.747062266940805,-39.750262238348974,sao mateus,ES
22790,-23.0207208119811,-43.496683210443294,rio de janeiro,RJ
12212,-23.148779870815662,-45.90390954668029,sao jose dos campos,SP
14871,-21.267961699040747,-48.33392080560707,jaboticabal,SP
75709,-18.1825605,-47.9434815,catalão,GO
13214,-23.16475767554391,-46.92676085636794,jundiai,SP
20560,-22.919208936984333,-43.25445605037796,rio de janeiro,RJ
59598,-5.107979706549499,-36.31927160668757,guamare,RN
83413,-25.391316330082628,-49.18220263931986,colombo,PR
45680,-14.590637925531855,-39.282700181316926,urucuca,BA
36010,-21.766463057447076,-43.34621800222169,juiz de fora,MG
24927,-22.897394796408843,-42.78453778244015,marica,RJ
96180,-30.848877032008268,-51.809429173005064,camaqua,RS
13165,-22.4908147413572,-47.208126265968104,engenheiro coelho,SP
23916,-23.00922137519603,-44.22238913117611,angra dos reis,RJ
81510,-25.470669970858093,-49.241854707744245,curitiba,PR
80240,-25.450014017485145,-49.29324784041203,curitiba,PR
1422,-23.561266673322212,-46.664314104074144,sao paulo,SP
45680,-14.592020849996894,-39.291054384435185,urucuca,BA
35519,-19.870575545122,-45.00324205029678,nova serrana,MG
90040,-30.040129404379968,-51.21477815098964,porto alegre,RS
97800,-28.421094933707423,-54.958330149363356,sao luiz gonzaga,RS
13600,-22.353338179294823,-47.38735084970286,araras,SP
31030,-19.90527525229381,-43.92090712975357,belo horizonte,MG
6341,-23.569410297401248,-46.824147385651905,carapicuiba,SP
69036,-3.0991634526804663,-60.0524325,manaus,AM
22050,-22.97066115070118,-43.18643294991049,rio de janeiro,RJ
88220,-27.10209899999995,-48.629613499999955,itapema,SC
32113,-19.88380712595129,-44.028182460629104,contagem,MG
21021,-22.843173028305184,-43.26381194838128,rio de janeiro,RJ
90110,-30.04157863644591,-51.22859075065405,porto alegre,RS
22440,-22.98370352207277,-43.217154,rio de janeiro,RJ
15370,-20.639672378146106,-51.10889639556014,pereira barreto,SP
13971,-22.421382175661602,-46.8231750269399,itapira,SP
91750,-30.127392219545232,-51.20835975797795,porto alegre,RS
97020,-29.690842660341254,-53.824402621126346,santa maria,RS
4154,-23.627347889260758,-46.62124391243004,sao paulo,SP
95770,-29.451329735288034,-51.30087379889803,feliz,RS
75901,-17.78921019286386,-50.932747314194316,rio verde,GO
62900,-4.925854673410352,-37.96184695506635,russas,CE
26061,-22.69241341899993,-43.416127999999965,nova iguacu,RJ
41820,-12.983414688874113,-38.453552093398315,salvador,BA
21370,-22.86762182708181,-43.31273540328346,rio de janeiro,RJ
60762,-3.820401489053747,-38.59470174310328,fortaleza,CE
37500,-22.41919653098189,-45.448029773049115,itajuba,MG
37701,-21.77894354101484,-46.56458007618786,pocos de caldas,MG
6843,-23.658831533729533,-46.86126211907778,embu,SP
2991,-23.433793120936738,-46.72774889303496,sao paulo,SP
23064,-22.89918862003007,-43.590378431444414,rio de janeiro,RJ
37860,-21.011217780041196,-46.39719754772495,nova resende,MG
11750,-24.288334025548462,-46.9591065116547,peruibe,SP
5690,-23.61629964002537,-46.70365134332621,sao paulo,SP
2952,-23.46969414207409,-46.71688211442274,sao paulo,SP
38600,-17.241404324945528,-46.87313876907815,paracatu,MG
13568,-21.99868349395764,-47.866587764685896,sao carlos,SP
1037,-23.546704599774962,-46.64033633250615,são paulo,SP
2335,-23.482595787119866,-46.61818905675458,sao paulo,SP
95300,-28.20854938856827,-51.525461184430725,lagoa vermelha,RS
85540,-25.934079885341376,-52.175558720212116,mangueirinha,PR
85460,-25.45721733576468,-52.9022369914923,quedas do iguacu,PR
87020,-23.418270711173395,-51.94141625504381,maringa,PR
4671,-23.658539270327214,-46.694732316001975,sao paulo,SP
27251,-22.511852688899182,-44.07716455776925,volta redonda,RJ
29146,-20.338521106553443,-40.37182893291046,cariacica,ES
11718,-24.02287247348511,-46.486619456995996,praia grande,SP
78095,-15.66298814534346,-56.059644523514216,cuiaba,MT
13820,-22.688728365254754,-46.990796605603336,jaguariuna,SP
88215,-27.15269164279533,-48.50571568526742,bombinhas,SC
87555,-23.762699499060396,-53.87978925,sao jorge do patrocinio,PR
89160,-27.212074660540274,-49.634026092157576,rio do sul,SC
1323,-23.560777607606955,-46.6413224096968,são paulo,SP
36955,-19.818774118433094,-41.44411624308355,mutum,MG
6700,-23.61183014173116,-46.948059712496345,cotia,SP
21941,-22.813837459893822,-43.20862132027249,rio de janeiro,RJ
85812,-24.95302743577224,-53.44787849443142,cascavel,PR
1451,-23.574347588287452,-46.6888950900084,sao paulo,SP
88445,-27.504767070961147,-49.288591984791076,leoberto leal,SC
41250,-12.933382487793276,-38.42489243786789,salvador,BA
22471,-22.969827397455074,-43.20584199610485,rio de janeiro,RJ
23063,-22.898246389561862,-43.586728662149035,rio de janeiro,RJ
84925,-23.789403534435035,-50.057540298198774,pinhalao,PR
81200,-25.435418878700517,-49.32809781043338,curitiba,PR
18135,-23.560283376136212,-47.12595597975237,sao roque,SP
85902,-24.731486983889727,-53.7455971114371,toledo,PR
9690,-23.674106999999946,-46.59123049999997,sao bernardo do campo,SP
21330,-22.884169999999987,-43.36730999999998,rio de janeiro,RJ
64001,-5.085682480425117,-42.79710046929761,teresina,PI
22793,-23.001631583268658,-43.39337237451495,rio de janeiro,RJ
65700,-4.231604219120232,-44.77958838670758,bacabal,MA
5715,-23.628222241185323,-46.73224589993657,são paulo,SP
21833,-22.881136599774972,-43.49816562141504,rio de janeiro,RJ
20560,-22.917169950026075,-43.26375309201335,rio de janeiro,RJ
4655,-23.66712791136368,-46.67446489371883,são paulo,SP
7223,-23.46470545268046,-46.479661323619354,guarulhos,SP
4412,-23.67507237523807,-46.643941483063095,sao paulo,SP
38412,-18.960165919240378,-48.348982821994326,uberlândia,MG
23575,-22.908457572513733,-43.65692220196602,rio de janeiro,RJ
3122,-23.568937512349247,-46.593231569248076,sao paulo,SP
18103,-23.420009587569943,-47.419019471406344,sorocaba,SP
89130,-26.887031536657094,-49.23995157769379,indaial,SC
22010,-22.962059371083136,-43.17393759714924,rio de janeiro,RJ
46750,-13.049655241158955,-41.470565614186185,mucugê,BA
6036,-23.555873557302856,-46.77529077878132,osasco,SP
11355,-23.95147876404536,-46.406072147154035,são vicente,SP
28250,-21.424761,-41.685533999999976,italva,RJ
6787,-23.62604296225976,-46.80276351832189,taboao da serra,SP
41311,-12.896243674375944,-38.440813264555935,salvador,BA
4658,-23.57747551741245,-46.56158632151007,sao paulo,SP
14096,-21.198902521784312,-47.78540113627446,ribeirao preto,SP
11900,-24.501698947205515,-47.842054275131524,registro,SP
30431,-19.9379163978835,-43.96973977490567,belo horizonte,MG
60732,-3.813133673501641,-38.61253620492121,fortaleza,CE
22745,-22.936264729172464,-43.33252245589781,rio de janeiro,RJ
6414,-23.490617505282756,-46.86900366603934,barueri,SP
99052,-28.232761943013053,-52.37811032391168,passo fundo,RS
24421,-22.831876872306022,-43.045254969711884,sao goncalo,RJ
9090,-23.64425006717061,-46.53717681294357,santo andre,SP
21940,-22.81784534165277,-43.201808701223364,rio de janeiro,RJ
20511,-22.93192720349311,-43.24664989544985,rio de janeiro,RJ
4140,-23.60821643519532,-46.632769260892175,sao paulo,SP
1026,-23.539439503750906,-46.63306386663973,sao paulo,SP
8295,-23.54569649486411,-46.45616748335157,sao paulo,SP
97700,-29.195037841839586,-54.86501697348184,santiago,RS
5386,-23.56310764946043,-46.7591980335853,sao paulo,SP
21032,-22.86172858728148,-43.254710927549276,rio de janeiro,RJ
89420,-26.472266988067165,-51.15270169247633,matos costa,SC
59621,-5.170098768508124,-37.33998388011629,mossoró,RN
7032,-23.502387300305838,-46.55534163197529,guarulhos,SP
75706,-18.163952878037687,-47.929067566237364,catalao,GO
99010,-28.247240191856346,-52.390025159137146,passo fundo,RS
29770,-18.86530935516704,-41.12462474727862,mantenopolis,ES
78820,-15.966550686716056,-54.96609077458725,jaciara,MT
9551,-23.62476612600268,-46.549495938109516,sao caetano do sul,SP
7063,-23.45550587337685,-46.55411076646424,guarulhos,SP
81170,-25.507579052900816,-49.337591183658716,curitiba,PR
90020,-30.029987930765706,-51.23019995561903,porto alegre,RS
66095,-1.4330373186563647,-48.453956086617644,belem,PA
4941,-23.69802253205609,-46.77871234970284,sao paulo,SP
44082,-12.25724952178431,-38.9255389941716,feira de santana,BA
29065,-20.27839360753659,-40.296353909515865,vitoria,ES
8710,-23.521905254479037,-46.188843545712565,mogi das cruzes,SP
31050,-19.90258640022504,-43.88844133181367,belo horizonte,MG
9290,-23.649191444630386,-46.50884402885345,santo andre,SP
13212,-23.183326068555584,-46.95996428362875,jundiai,SP
7161,-23.402481789341564,-46.43966051970685,guarulhos,SP
37701,-21.783705841997747,-46.55530647796523,pocos de caldas,MG
1546,-23.58113068942237,-46.62451571065843,sao paulo,SP
5083,-23.53199179961335,-46.71792016763806,são paulo,SP
3404,-23.536844895089146,-46.55534952637193,sao paulo,SP
12942,-23.128490714776373,-46.55685012885327,atibaia,SP
9371,-23.666405783513184,-46.480661643083785,maua,SP
13174,-22.82266811924745,-47.25354403960827,sumare,SP
91260,-30.03568268731549,-51.110355955580395,porto alegre,RS
85501,-26.218995173149647,-52.67674358558188,pato branco,PR
1222,-23.5470392102855,-46.65000423215418,sao paulo,SP
21321,-22.88561683114917,-43.36919261886543,rio de janeiro,RJ
22780,-22.956862201223373,-43.39047120231987,rio de janeiro,RJ
65400,-4.473932458447012,-43.899486876177036,codo,MA
23092,-22.87379397868123,-43.54856814428003,rio de janeiro,RJ
15501,-20.426657875339405,-49.97143626197075,votuporanga,SP
4078,-23.604263255900502,-46.66077814585375,sao paulo,SP
88811,-28.674116898819804,-49.360108524758786,criciuma,SC
25640,-22.5210677556733,-43.1874871231676,petropolis,RJ
24210,-22.902355236193646,-43.12400085302106,niteroi,RJ
4382,-23.657431285042406,-46.66275731279931,sao paulo,SP
8735,-23.534350666192907,-46.218319297822816,mogi das cruzes,SP
28930,-22.931989547259498,-42.20189917779283,arraial do cabo,RJ
26900,-22.45717679342485,-43.466616625103704,miguel pereira,RJ
13280,-23.01199437829649,-46.97902973397194,vinhedo,SP
60170,-3.730044069940564,-38.49316888856827,fortaleza,CE
37550,-22.232737906614666,-45.93856144151657,pouso alegre,MG
96055,-31.73998736692819,-52.338223256737216,pelotas,RS
37200,-21.26423679299128,-44.994870043136025,lavras,MG
17055,-22.350482366396786,-49.10966226499222,bauru,SP
8587,-23.426988616437377,-46.314461432680986,itaquaquecetuba,SP
6390,-23.54334671093085,-46.84987501650246,carapicuiba,SP
24725,-22.807840431777148,-42.968858576172686,são gonçalo,RJ
3208,-23.600889010271782,-46.56013649486411,sao paulo,SP
45005,-14.848996274770615,-40.83443931349182,vitoria da conquista,BA
64430,-5.920016534803407,-42.719895062416704,sao pedro do piaui,PI
28375,-20.929329864819497,-41.86656060803856,varre-sai,RJ
9635,-23.65336945741406,-46.569830549365186,sao bernardo do campo,SP
4210,-23.585757401610014,-46.606848066333896,sao paulo,SP
76913,-10.900759174124495,-61.91907501879192,ji-parana,RO
11250,-23.8405499686364,-46.12743285498297,bertioga,SP
7012,-23.47141010713256,-46.52953176395058,guarulhos,SP
4417,-23.68372009876501,-46.63370589553508,são paulo,SP
58036,-7.095436606440058,-34.844332279704965,joao pessoa,PB
84240,-24.539418740643715,-49.93482357683194,pirai do sul,PR
87505,-23.774559569796338,-53.29460420425313,umuarama,PR
33935,-19.809291492276174,-44.01149950772382,ribeirao das neves,MG
78580,-9.880371262795249,-56.089156280763405,alta floresta,MT
21320,-22.896317996941576,-43.348224085896476,rio de janeiro,RJ
83480,-24.977566349621306,-49.09415774802609,tunas do parana,PR
95190,-28.976571913401898,-51.061015943229535,sao marcos,RS
5706,-23.63292280766343,-46.7245147574297,sao paulo,SP
54800,-8.124246503462446,-35.09971074271451,moreno,PE
7911,-23.28350081630081,-46.753409222445114,francisco morato,SP
13215,-23.16270344379365,-46.90132857493224,jundiai,SP
1326,-23.561154038180124,-46.64521140969368,sao paulo,SP
60150,-3.7350770605055024,-38.498658684430715,fortaleza,CE
3544,-23.53420007882737,-46.516362061197974,sao paulo,SP
23860,-22.92607191960501,-43.90522693607403,mangaratiba,RJ
76560,-14.196042698037374,-49.33541386131067,alto horizonte,GO
5415,-23.563420208436728,-46.68227524340702,são paulo,SP
4840,-23.75461991756595,-46.68242023841535,sao paulo,SP
14801,-21.796792619780863,-48.17704941653997,araraquara,SP
71505,-15.73240143802808,-47.86277439289611,brasilia,DF
64500,-7.015234531681934,-42.13087418816133,oeiras,PI
23894,-22.746120283354653,-43.70014864348442,seropedica,RJ
58071,-7.15954745184374,-34.87160004815626,joao pessoa,PB
99490,-28.62592139936523,-52.869756908354475,tapera,RS
35680,-20.08814768060239,-44.581223731204815,itauna,MG
16200,-21.29747424947965,-50.34390339953492,birigui,SP
37002,-21.552692873459478,-45.43934872201477,varginha,MG
35181,-19.533935178479663,-42.617596643040656,timóteo,MG
5305,-23.53519420760001,-46.72536915070118,sao paulo,SP
71215,-15.813724999999948,-47.94875999999997,brasilia,DF
2518,-23.51144405989737,-46.66617891318111,sao paulo,SP
5089,-23.521116665242328,-46.729347768233424,sao paulo,SP
88960,-29.117370571280585,-49.63121793736596,sombrio,SC
18682,-22.613173262414165,-48.804752160414324,lencois paulista,SP
17603,-21.942764439529235,-50.50542481597833,tupa,SP
19500,-22.15254965775095,-51.17793986820246,martinopolis,SP
11700,-24.00109676773919,-46.41254004857276,praia grande,SP
20766,-22.866961499999995,-43.28770275000001,rio de janeiro,RJ
89203,-26.304745725229377,-48.85714069747247,joinville,SC
3333,-23.556671203445074,-46.56859419525074,sao paulo,SP
2467,-23.4915401312828,-46.64406135345377,sao paulo,SP
28010,-21.756870430351753,-41.320606201032525,campos dos goytacazes,RJ
7132,-23.43656465306711,-46.52043988343237,guarulhos,SP
3982,-23.611039049298462,-46.51600723300263,são paulo,SP
9951,-23.68861152844941,-46.59921147114657,diadema,SP
82820,-25.42307699694157,-49.20388663737098,curitiba,PR
1311,-23.570156576749905,-46.6459181029776,sao paulo,SP
99830,-27.58608349353489,-52.090864471071406,gaurama,RS
85570,-25.825090389064588,-52.726407837503096,sao joao,PR
14801,-21.793370351688147,-48.20852797960285,araraquara,SP
81220,-25.46554323980033,-49.32248498124545,curitiba,PR
48110,-12.354134298027995,-38.390712552858474,catu,BA
22743,-22.92749908881069,-43.35042396725142,rio de janeiro,RJ
77880,-6.409711774973943,-48.533449375378396,xambioa,TO
6814,-23.660177489324195,-46.81384138190315,embu das artes,SP
57602,-9.42125771548247,-36.62033327868823,palmeira dos indios,AL
73360,-15.62299518535027,-47.65010744842545,brasilia,DF
8573,-23.491557213446608,-46.35091570183201,itaquaquecetuba,SP
28570,-21.674486543811426,-42.08697680774279,itaocara,RJ
38520,-18.886545368629967,-47.58467877647247,romaria,MG
56200,-7.885384713312592,-40.080737706679045,ouricuri,PE
85807,-24.94718038190317,-53.479820281464384,cascavel,PR
39803,-17.87475914038147,-41.51487387943194,teofilo otoni,MG
66093,-1.4437527993535555,-48.46472835388644,belem,PA
18071,-23.4634391873449,-47.50098247599399,sorocaba,SP
31742,-19.826258936633906,-43.93974287793105,belo horizonte,MG
33040,-19.79831683992376,-43.880385102891864,santa luzia,MG
7152,-23.405652922009352,-46.46296173466445,guarulhos,SP
5435,-23.551956618645075,-46.69028989618568,sao paulo,SP
99500,-28.30659868193416,-52.793318678943116,carazinho,RS
5182,-23.44953728864908,-46.74287124271453,sao paulo,SP
12246,-23.21949865076119,-45.908990309167926,sao jose dos campos,SP
23535,-22.98247275437129,-43.694893619885825,rio de janeiro,RJ
5852,-23.6661887149576,-46.758230654452106,sao paulo,SP
13101,-22.927841288437918,-47.017088411069786,campinas,SP
38401,-18.894851318627705,-48.277308902994974,uberlandia,MG
17380,-22.286521828506412,-48.135196287393605,brotas,SP
