customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
5404fb64ba67daea8fbe839265bbca6e,2643858438fea5b8d93a717648816662,76420,niquelandia,GO
7624d155d33967030d26b7ec236c32dd,76a74caf44c92f49f951964b79d191a9,89801,chapeco,SC
c3765d3e438378787581dea1c3dc3d8a,c8deb82e62d0e33c59674b32e8b8be75,22730,rio de janeiro,RJ
b598067288f42e1d97eeea14bd3cd988,568273c407095bc5edd5595b0c6cb799,89806,chapeco,SC
52456ff5adc8e12b08b5b8ddef520339,b420fbfe51ec2d3d07ac69f1302fcf00,79023,campo grande,MS
d312fe4060a6df0bcfbad3980c6dcbbe,9062d3e575a476f5f3ffa8abf125fd42,31730,belo horizonte,MG
18e4e3b5b035ce0777b667468ba0d774,8840e050375d9161257a8a684fe5b48f,12310,jacarei,SP
9609746d9d84c1096dce6a95b3a9f7ed,f664050e626abfb5b829ea47ee66a996,35502,divinopolis,MG
7ed1f44bb8badb060d8c66394242ef45,e55696bf27c8cccf559550ad0b288835,79021,campo grande,MS
4c88dce1c0a3cd855a4faf78e6e125ff,03a3009f100caa52ed7e0fcea1b20f53,65058,sao luis,MA
1ced4937382c20943b262c23a2348dc9,c5fadbf2139a45a404f1ecbf1e61dca6,20520,rio de janeiro,RJ
6f750933c4466edfcd08b82f4ddfd920,89d4ec26627e7fe35be69c0512748842,9330,maua,SP
ae90fb51bbb3bc7230dae1122a4e1e24,9e30b232ba6ef1aea396bf9c64b71e89,72130,brasilia,DF
c0b62ded4a9a252d4cae2c4c735cd797,cce2d154c6667330120440af665ba1e5,20961,rio de janeiro,RJ
b66b3c9110b9c8bf6d402a76fdbfbc49,98e3117841a2431959d17808f04bf23c,13212,jundiai,SP
ec201fc4260520724e8ed826a03bfbf9,71affe163d03c72a07cc3238d6945440,8840,mogi das cruzes,SP
c65f8c2ae45d86473a324911183b9267,6efb7dc38e85a310c7e72b291d947fcf,72445,brasilia,DF
c57928c036644588414e864683ff1da2,3ac85ec3c4d4071a896eb175c9c2e495,25710,petropolis,RJ
4382a843aa3bf7571f81732d6262bc41,ef695418889f83b91a11a0fb43379be5,25250,duque de caxias,RJ
1421cb63f0a9dedc0c36b0b96bb60ec5,e306c019a262500b02f86129b8d5954f,14500,ituverava,SP
a036032b7517080204f9882e751fd825,490a61ed149755df221ae868a6e47629,89560,videira,SC
33aa91edcf7c42a51f4c56d15586bfde,cb36d0f12c99d07935b706269045f613,96200,rio grande,RS
69cb766f106988cd621b3b6c67221826,401a006331c06b4b0c8830f87c13eb6a,20260,rio de janeiro,RJ
422fc5a15f629ad7a487384d91beec05,a8b949a1acef1a28d3be866c20361469,89810,chapeco,SC
04c615836bb9a3c93c57b2feb8b6e891,7f50c43baa66aae590aa1a067427cce5,30310,belo horizonte,MG
8428f774d6ce7cd3dc2eb43f2c7a461e,db8b0735297a8a3535ff6dd8262a5de7,16052,aracatuba,SP
e71fe33c737841b5ecb75b8562490529,db0ce8ce0682f54b27ef8b091e26e7bf,8551,poa,SP
f7f3861057dff6df914b58282f051b01,a3b3b8d2cc2fa6448e63ebfdafe150d6,32673,betim,MG
0975b736f07ef1af2adb4e91cba4a035,43af7184f8a067a1e49b68cd97c94ddf,49095,aracaju,SE
3059b0e766128ab6181af99ef74c5e40,af31655883e4a14a58741af9ebda6eec,60873,fortaleza,CE
fbdc15d3098061f18f82853bfbfd771c,2d2e236f7ebd20cc163b0dc20d0dc0f6,48410,cicero dantas,BA
d6ff0729a04abfae28187d09d16d1c3b,9461c533a42feea7269efa908bbdef48,18074,sorocaba,SP
b672ec4fc48654c733127509c00bcfc3,3cb378725c35b2af380dd6607e75b845,80410,curitiba,PR
e516dbd004a6367d636cf7f5bfbaefcc,c02e98da303c4da78da40f76952a187d,6820,embu das artes,SP
3ac6c4432699c5b4495a786857df6d14,578d0e82c7ae6b11fefc496160b762fe,57051,maceio,AL
b5b80bf2ab4ca94105e156747166139f,649e025eb82076fab5ecf308177cd865,13030,campinas,SP
77e912c19fdfce2abed4fff5c47e5527,27a41f17fc49b7ddcddcef1e61d343cb,88330,balneario camboriu,SC
25a981e4c777512271ec9d578f8ae214,829d4ff34db22dd6b5b047e8904773d1,91010,porto alegre,RS
fc052d882ed7c620e5b0764a334c45a0,7627c7c4fd3de659d41fd491ff915d9f,4416,sao paulo,SP
b7e4bc42b98ab6bef3e09b78c085267c,50b09c61ddb88b40e50385f79f6a3eac,37195,santana da vargem,MG
419de035a0a31527733258cce22a7bff,08e5b38d7948d37fbb2a59fc5e175ab1,58043,joao pessoa,PB
e7e0438494f6fd05d28210e8c6bd02a6,46b6b9207955de25a4c8ed1192bae572,90018,porto alegre,RS
bca923b4bf0e608694abdc3e4f18c5b2,da87a19579eaff2f6444e57ad0c4f9b3,8253,sao paulo,SP
18138351c3724e32f1d6e0268f0c7663,e0333f86b92d8d0de733c3eceed649ce,38181,araxa,MG
b701465c5960839259de1bc16655ef0a,e59715fbe8afb24703988a8c1c14351e,92500,guaiba,RS
ce90096f130e38392654bacf265b1f58,31d1ec8fb80004b9a556acace88a9468,83704,araucaria,PR
9c23b7d709b58ec30527be9dfe96e023,1639e6ada2baa26e2d51c0acdafb7fbb,27313,barra mansa,RJ
f6e8c30f4b6a4708456c8a47279a22cd,0545ab6349de18e6a015b68c6eb2a377,46190,paramirim,BA
49c54a23a4c399768899b44ab295e66b,95db44cac4c263525cfb83f5b65a4f15,38401,uberlandia,MG
426354919a964cd30206bdcdaa53bdd3,a7657330b1c135f3acd420326e335b2c,38550,coromandel,MG
75b4bac0d49ed3e3717aeb79f80ffc97,286e2884f952622a05692d141f20177c,76400,uruacu,GO
0d6041c3775793974d2fe45052568155,571fa8594059e717187533599bd0c1c4,4844,sao paulo,SP
bf0233a486e102239a5d72d15d5b0b5b,e29ebd785adfdec69ef56e08c5599ff7,88070,florianopolis,SC
93b2528f542d60215c2d707a8c1a62fd,e3c96e23e1655ad37818b0948e698de2,27347,barra mansa,RJ
e8c2884e61a7c098543e33fcc3ba4be2,4d771e376ba090abda9ca784d8822f10,70351,brasilia,DF
8283002ac9ca2ece392746190b152185,45db875949ee3ef18fafdf817076165f,95052,caxias do sul,RS
52ebfe7b40ff6cbe2db79c566f36e6bb,e3276a09829510513e2f055f953b2aed,1535,sao paulo,SP
d1f6368fe05ab3acfcde55677367ec28,b9833a43443ed9fad7a66f9ffb80684c,4327,sao paulo,SP
4f363a4496ccc9d1ded1452aa038b00b,feebd1bf80276ec2594b7c048fcd97e0,20561,rio de janeiro,RJ
34ffb9a7e46914a4e9cd359ef1cd8335,9678c2b106bcbef78abdcfcf2597af0f,4532,sao paulo,SP
312f2600c780ef11495b2747d324451c,45cfc55a4d5073c50be858369454fc0e,8021,sao paulo,SP
51157afd140d7bfe150232e37a295eb5,6faa792efdf7c9c6eb7cfdf68aa5e581,57442,olho d'agua das flores,AL
0fa5382628eea6bbb19fde8b076dfdfb,ad8afaa36c68da1bb75598c756c1148e,29240,alfredo chaves,ES
41d70a2081e8c114ff1b6a2e2af57737,1177ca9cc49e2b6cef282e0a3f7e6ea7,4547,sao paulo,SP
98f2de76457ee90e5d8b763c25c734de,10276d60d5486cb3e368bfa68c5351d3,79560,chapadao do sul,MS
e039b096c7512203e0875e9f26ccd6c6,ad1e0ce4f67b72bb70e217f3d2e74a2c,6341,carapicuiba,SP
b1005aeffad8459e85104d902eb0eb72,9ab8da3d97f7888dc560b6e0cdca36ba,30840,belo horizonte,MG
89c93c9e16ecb1633c04c433d4d144f5,5d1822ac99dc366132875ca731223926,20220,rio de janeiro,RJ
ca3287cb9c0f12ead0bba50eecfd5c2e,47e7d9ba326a882d204fcba0bc310835,20250,rio de janeiro,RJ
f6a7ff431d7ed9734bde2600bff37a2f,c64bc8e9176adb610bdf67079a2dcfae,6472,barueri,SP
ab39d94556c66bc0ae68d7912dc296a5,198c1d538299a11bb5eafb89f2d408df,32371,contagem,MG
bf82da04c80d7eaff5eeadbc1ddebf96,64906a5acf9d1de03dbde24d18ffd458,71100,brasilia,DF
c357638ad6b3773047a316462e992235,638e658cce197754bfbd080823c5a1b3,11900,registro,SP
49fbad4fd44bf061db521927312ac8f5,c4053ab276391fff6ac7736873cfc950,2435,sao paulo,SP
358c19bbbb97654500cc288498104566,f3df2c0b7cf3814b81b37ff6273f76cd,71250,brasilia,DF
2ac13f95801bc09dc5624673d54d4c31,f1934cf6662a6b649f1338693a504eb6,95690,rolante,RS
e2a6c60309057c889ff6c32fabca6b5e,f53d235c627d9f1e4a63f200b124694c,91215,porto alegre,RS
e5fba111f13de7769d28eb3a33dc17a2,611498b1bc11746dc68c832f54eb55ae,17730,parapua,SP
36bf46cc485c39535135c33447264e2d,5db64889ffdba48449cb50f6566a2e28,87025,maringa,PR
40c28d38ffbf6198d54388c7e1930d95,7e9ec06fb64d5b89d182bd68226c897e,6382,carapicuiba,SP
45de6c6bb7d2638f72528d49c014795d,d62d57be6e6ded27e50103ced224aaa1,81750,curitiba,PR
8424f98d9254ad85c24141f3cd2fe8c5,6cad2595071b142d5f90563f43558cc9,2862,sao paulo,SP
8271ceeaf964f129bcc35e89a3d4520c,ef702c59e385cb13bd800b7fb30cc822,22793,rio de janeiro,RJ
f86ae06ac96c62344508c807a64684ac,9d3a91aa686654cf5c40d1f34d35c1da,18076,sorocaba,SP
073148eec23ea309392759e3e9943d4d,82fa3ba1037d792628f782e2811d76d2,23088,rio de janeiro,RJ
56cabab28ceaf3ebe6980ce08fe843ba,8a6f1d06599f1b41b7a45098151155b7,3881,sao paulo,SP
0c045d9e471667c05202939897cde7bc,3c068da825c04776514f05089b83ef6b,13033,campinas,SP
86497456d79e8e74422e89ecfd8d4069,25621349fd234a2556fec9f6aecbaac3,19013,presidente prudente,SP
7b19ed27fa54710bbf4ecc1c5747a9bd,d35a55ce9a82b78fcd783a1e345126f7,94850,alvorada,RS
de95d380cf871cae8dc79670a84a1bbe,eba4578c5f557801a1a0e70e71fd6580,37120,paraguacu,MG
3247cd3218e45b431e7920aca9acea3f,df35ed1826c338d1aecc6f35bfc4dc34,22061,rio de janeiro,RJ
cf126f0e4aa7e757ae635b753e94bf4b,9fa19c8811c54f36eaa22520950cc971,89037,blumenau,SC
88aa13789f7f5179b91443f4247afb8d,79a045b02046903dfe1d93dabe5be4dc,60711,fortaleza,CE
bb662be80c9c5bf770c86cbb03a7fc55,291fbe0bef77808ae14b772b922cab74,18085,sorocaba,SP
507bd98ffee3ec255833c4233bccfb5b,273ccb8d8296ab3f9aa5cc8d37784123,5583,sao paulo,SP
3a4f2ca546552859fbee998bc87240b4,e890dd153c9d49c005865ccbeba8979e,9172,santo andre,SP
f0acd4906098739719f7507162c85942,99d5d413cb5c987d03bfceba3e6728cd,23092,rio de janeiro,RJ
3d457252f3e67466b6e8b1951b29ddac,7dc34cb3fd6dbae23add67e72c735025,21750,rio de janeiro,RJ
bb41053c4c1907770d38f32a38187d2b,99a1229346d57cc5fcb6d99e4b740c99,20560,rio de janeiro,RJ
04cd1987a809f1275e80cfa0030b39b3,ff136252a2fd806ce234d85a09afbaef,32371,contagem,MG
ebf475d6d14d876da50f4887ee1fc239,1e6c3935d8ed138aba875d9ba69c9f01,11446,guaruja,SP
bb5bc982bc0056028d8a86831da1611e,4d8017262c39ed921546de8130ddec3b,41810,salvador,BA
88fadbc0119eb47188f05ae8d1be6c70,296082239e7b3aadd6a3376fef0ff290,88305,itajai,SC
380891efdcfa5b83e68b95d88a4b292b,9282a1ee76b12ff57a5919652b3ad860,89865,nova erechim,SC
515c155f5703d4d4197c73bd27e986b1,df9f0597885f6b03f08f63aaf6045d06,41750,salvador,BA
79da4122efa01df877a02a7d0d0b58bc,63d0fee6139aed1a41a7230159bed913,9850,sao bernardo do campo,SP
461ef2a952bc2e913cf440163e85a4de,9bef45d7ac9f669b72c4360f2e4bc4c1,36970,manhumirim,MG
f8b93f98fb0526f8f7734cc352eee0fc,9e66b89a58cb299d58bca3a8018476a6,4567,sao paulo,SP
e9bfd7fa924dd546f0cad77bf5e7b272,59d6bea9747ac212c29ab76df44592af,58062,joao pessoa,PB
77961ccd1178bd74513c38a56252dd38,6ccba80685f7004d1448a62b7d405771,83420,quatro barras,PR
52dee0d644b6d10016569eae238ebc67,79a4fa88711e09a102e206befef01bda,74413,goiania,GO
6d67f15685d8eeb245a003bd9c8310ee,642ac36382354363985c6bfdba639c42,9600,sao bernardo do campo,SP
2b2d33994e74b6958e20bae94221c036,606a5bf59d47222df4bc2c3518dbbeb7,9111,santo andre,SP
a2fc5dce5ecd2193e8a448946f10683c,13009c602f021f83e3a58a03b1c14c78,54765,camaragibe,PE
cf30c6199e7242dbdd316851a3ac1321,9c97067f4b877df688924306ba5aabf3,60332,fortaleza,CE
0419615aa283aa971b6865c136a31868,4104f7e8028204149d92a527d010f207,5017,sao paulo,SP
cf8ffeddf027932e51e4eae73b384059,6cbe8a392b76916e84c2faf69d0d0da0,13454,santa barbara d'oeste,SP
5c7595d88d9ae99c0829d2304a39eb9e,2e4a58e5806f654199b348347a7efdeb,3702,sao paulo,SP
e90517fa5530cf8a1818e915c53d6659,93a6881526f5213eacfe7e057fcb38a0,74735,goiania,GO
ebc2505d558c0819880f9d3da77b94ef,0444928793cc48f75878dbb46107da14,3259,sao paulo,SP
bba94596693a863c168b7fc3246c588f,d63ed544a506d0b45f36cb55cd01307e,5057,sao paulo,SP
