product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
387db3d5d5b6b826e84c8bf648f371e5,relogios_presentes,56.0,563.0,2.0,300.0,16.0,11.0,11.0
3e068f21ad721826461bfe93ff04ee59,papelaria,59.0,1566.0,1.0,250.0,26.0,26.0,11.0
5cb51e5de546a11f68d85ad8cfbc5563,telefonia,56.0,845.0,1.0,250.0,27.0,5.0,20.0
46e1b7a766d5cefa31a93f6c91831d7f,sinalizacao_e_seguranca,41.0,1177.0,1.0,375.0,23.0,9.0,20.0
c4eee3eae1ec39ae9e5f25b18f0cb4b6,beleza_saude,30.0,302.0,1.0,382.0,18.0,14.0,14.0
8043608c406d413f7f645257cdc33f73,utilidades_domesticas,58.0,381.0,2.0,1350.0,26.0,5.0,32.0
6bd90496e4292446cceb64b93d7dbf81,esporte_lazer,51.0,1360.0,1.0,233.0,16.0,11.0,13.0
fdcf45aa23bb8312ecc0027d6e1ef1c4,artigos_de_natal,39.0,258.0,1.0,250.0,16.0,12.0,11.0
5292d2a10d727811b78d5b7dfb6c96b3,construcao_ferramentas_construcao,52.0,669.0,3.0,550.0,30.0,30.0,18.0
c6cae2869a248cef27c00f3340ac90a6,moveis_decoracao,56.0,1181.0,2.0,600.0,53.0,8.0,11.0
78af039af208ab37d0c1d03faff0866f,moveis_decoracao,45.0,677.0,1.0,1750.0,35.0,45.0,35.0
8a27fbb311995ff454749a35fc0bd9a9,cama_mesa_banho,58.0,123.0,2.0,500.0,40.0,8.0,30.0
57210152ac995411cc3cbbaff91488a5,moveis_decoracao,27.0,889.0,1.0,1250.0,23.0,8.0,8.0
ab959a147167f22f3e0c05eb06845771,eletronicos,59.0,242.0,1.0,150.0,24.0,9.0,18.0
130cdbc1715f7e1b5d9be728ce04398e,casa_conforto,46.0,519.0,1.0,500.0,18.0,12.0,18.0
0c4d0a08f95c7b7dc5dc7402bfdafd4c,informatica_acessorios,49.0,409.0,3.0,300.0,16.0,6.0,17.0
44dc6124432da8482da2977dbfa88f59,beleza_saude,59.0,1343.0,2.0,150.0,16.0,13.0,11.0
92e0aff16451b008e8b70f7b05dc6105,perfumaria,30.0,255.0,1.0,300.0,30.0,10.0,30.0
29df8bf0a6118b7b764e7b31987d4db7,utilidades_domesticas,43.0,519.0,4.0,3150.0,22.0,54.0,22.0
9393c06fcb6d7bc8e988eea2a0ecc64d,utilidades_domesticas,50.0,492.0,2.0,1125.0,43.0,13.0,11.0
f216457c32ee07732482741ca33128c6,livros_interesse_geral,22.0,921.0,1.0,400.0,26.0,3.0,36.0
96e46c5d63399f513d292cdb8033cd02,pet_shop,58.0,568.0,1.0,600.0,18.0,25.0,18.0
040f34fe061b6024771f641fe922e782,relogios_presentes,18.0,796.0,2.0,750.0,18.0,10.0,15.0
34aca5f4e567c3b675a3e43a17e0b0e5,bebes,57.0,537.0,2.0,13450.0,60.0,32.0,42.0
06f89d2b2a8b4994e56366402feacba9,consoles_games,58.0,1811.0,4.0,750.0,16.0,8.0,11.0
7fe3f176f02fbc85e3f9d24e0f34e860,utilidades_domesticas,59.0,427.0,5.0,400.0,27.0,8.0,12.0
99008b78e9206243c95a95cf02a71905,beleza_saude,32.0,1948.0,1.0,1467.0,33.0,21.0,21.0
fd5165e9ee553f6e1bc24e5103ceb50b,moveis_decoracao,56.0,296.0,3.0,1700.0,100.0,7.0,15.0
812caec8528c1f3b1bed583530023cb5,cama_mesa_banho,47.0,228.0,1.0,950.0,49.0,6.0,39.0
0915ff4c13dc62982f2a0a3ae788945c,cama_mesa_banho,28.0,1303.0,1.0,500.0,60.0,5.0,40.0
f524b3f36f5a7a8cecf77fd6083ad6fe,automotivo,60.0,651.0,5.0,2400.0,64.0,5.0,39.0
ac1290e4432c1f2662b71ac47da47691,telefonia,43.0,533.0,2.0,125.0,19.0,3.0,11.0
cd87373ff7bdd923cfdff3893c9dea64,consoles_games,57.0,294.0,1.0,460.0,19.0,19.0,17.0
2709b7e2e1e0694d32d2b6d88d483597,beleza_saude,41.0,838.0,1.0,190.0,18.0,9.0,12.0
85b99d83c60cab5b4d8f927ad35212a1,moveis_decoracao,50.0,1017.0,1.0,2100.0,30.0,24.0,25.0
aa56ab71ba080a7d38971fc64e9cb732,cama_mesa_banho,55.0,447.0,1.0,400.0,16.0,10.0,16.0
2180541a551b218f67e8bd22614688d1,utilidades_domesticas,40.0,144.0,1.0,300.0,22.0,10.0,11.0
a437d4e13afed02d510ea08321cdc5b7,relogios_presentes,58.0,431.0,1.0,500.0,21.0,16.0,17.0
1a596515dcbe1a261f8dc0640ccb5149,moveis_decoracao,57.0,384.0,1.0,600.0,30.0,10.0,20.0
c88c6b94ef95d151a4c6043e26feae65,utilidades_domesticas,54.0,705.0,1.0,250.0,18.0,9.0,12.0
753d279facc7d9ca90f2e8bfb2bab052,utilidades_domesticas,52.0,485.0,3.0,600.0,16.0,12.0,12.0
aef29ba8f524551d01c5497f60832b2c,esporte_lazer,34.0,345.0,1.0,120.0,21.0,4.0,19.0
4921779f44984246c74bba58ecf65146,informatica_acessorios,60.0,1021.0,4.0,1183.0,16.0,9.0,15.0
2a27bdf5d36c733df107a86e44370254,beleza_saude,52.0,1976.0,3.0,425.0,20.0,9.0,18.0
3932e37f1f658768ac53fbe680f145bc,cama_mesa_banho,60.0,850.0,1.0,1100.0,40.0,10.0,30.0
931c60354b3929e5d44693757b11b5c0,beleza_saude,39.0,3580.0,1.0,375.0,29.0,4.0,16.0
d68bd4dedccc5545b1ff6629de8fb021,informatica_acessorios,53.0,813.0,4.0,1950.0,17.0,11.0,12.0
59003ff3120537147fec3f06e92cd920,cool_stuff,55.0,1080.0,3.0,400.0,20.0,16.0,19.0
2ff9737e49040a4de6435620ee96885f,cama_mesa_banho,56.0,302.0,1.0,2300.0,50.0,35.0,40.0
e937b8761a1d9d6a0bd0011a17531744,moveis_decoracao,48.0,1619.0,2.0,18233.0,47.0,60.0,23.0
71a8dd5f6f9ce24bf348c2cc73f1b046,eletrodomesticos,55.0,130.0,1.0,120.0,18.0,8.0,13.0
79da19ec2e6e6658145790d93991da9b,brinquedos,37.0,240.0,3.0,3876.0,41.0,29.0,36.0
25ce0807224644a6afe590a392c237b3,ferramentas_jardim,59.0,602.0,1.0,8450.0,45.0,44.0,29.0
119618b5b8b80a24cd99506dd5424864,beleza_saude,53.0,137.0,3.0,200.0,19.0,11.0,23.0
d6bdc30ad1fdc8e4ee7d1712df81357b,cama_mesa_banho,47.0,236.0,1.0,1350.0,36.0,6.0,36.0
2f79f1782a0ab54f3a912a844b00ca66,moveis_sala,49.0,157.0,2.0,5050.0,50.0,10.0,55.0
4dfb66a2572e0ce387cac89ce7a343e4,telefonia,54.0,1490.0,3.0,150.0,18.0,6.0,11.0
83b6f73c0ad25d9b469deacf8da19d80,relogios_presentes,58.0,136.0,4.0,200.0,16.0,2.0,11.0
bb56f93a193b61dbb3ccc35c2cdd317d,moveis_decoracao,60.0,903.0,1.0,700.0,22.0,22.0,11.0
b29c9ac1d3d4e8866f6c4ad814ae9591,beleza_saude,18.0,1177.0,1.0,500.0,31.0,11.0,23.0
49b59dec916cd9070cf9fb07dee32976,climatizacao,60.0,803.0,1.0,16550.0,27.0,36.0,54.0
ebe731afbcf530cfaa1e5260be512e9b,esporte_lazer,45.0,941.0,1.0,1300.0,100.0,8.0,15.0
be1d0cae4c4acf0350ad1295fe5a3299,cama_mesa_banho,52.0,455.0,1.0,350.0,16.0,10.0,16.0
3e6de3159fd57b7d7e62c584a3c9fc70,eletrodomesticos,56.0,686.0,7.0,350.0,26.0,20.0,19.0
e8e86cbab028363545a5bf0ca5e226ee,moveis_sala,36.0,312.0,2.0,6050.0,55.0,10.0,46.0
0f67b4ef3dcb82c257f9f14b6f694ccd,relogios_presentes,42.0,858.0,1.0,600.0,18.0,18.0,18.0
01593b27eef404f592e6a3f1174493bf,cool_stuff,51.0,594.0,1.0,2000.0,50.0,40.0,30.0
6a25cafd9048b9e5c75635e17545bff6,moveis_decoracao,63.0,454.0,2.0,8050.0,80.0,10.0,60.0
68a14625f4764ec39cf9d252421e35af,esporte_lazer,50.0,476.0,1.0,500.0,20.0,6.0,15.0
b56d02094e37315ad2f6fdf09991cac4,moveis_decoracao,54.0,478.0,5.0,9500.0,50.0,42.0,32.0
4c4dbaeebae887ed4fae3a70530901a1,beleza_saude,47.0,865.0,2.0,200.0,27.0,8.0,13.0
505cad9f6344882dd263949375dd97f5,esporte_lazer,49.0,1841.0,5.0,3300.0,50.0,39.0,12.0
9f01cb375b4185be6cb9d2f7588c5b46,cama_mesa_banho,55.0,179.0,2.0,1100.0,45.0,10.0,15.0
619276505340bdbe2845a35afde86cc0,beleza_saude,54.0,1941.0,1.0,350.0,16.0,12.0,12.0
0a197d1436ea67717ce68ebe184b5832,informatica_acessorios,43.0,1043.0,2.0,258.0,18.0,13.0,13.0
4710a0bdb9d5f433754a8c77de67ed88,cama_mesa_banho,40.0,185.0,2.0,300.0,20.0,10.0,20.0
4ee8542bbedeb1c6d01e48c66986af49,cama_mesa_banho,55.0,614.0,1.0,550.0,16.0,10.0,16.0
33e04be09d16fef5a9044ee42eb2f45a,informatica_acessorios,51.0,847.0,1.0,529.0,37.0,10.0,13.0
c9676685ee3aec26dd274549d54b85f6,beleza_saude,52.0,832.0,1.0,200.0,22.0,5.0,12.0
b1e189f4b3dc3352ba24db1688e06d4b,cama_mesa_banho,60.0,166.0,1.0,1100.0,34.0,7.0,32.0
a40675a9c6ef2410e3420483a1f8c81f,relogios_presentes,56.0,478.0,2.0,350.0,19.0,13.0,13.0
8db8c6b5b338e7a8d3332037c2c218f7,telefonia,41.0,1311.0,2.0,50.0,18.0,6.0,11.0
624dfd4e171c102a6b6f50a83e522019,construcao_ferramentas_construcao,57.0,388.0,1.0,1050.0,35.0,30.0,21.0
f2a949f938c95d18433bebfb12afe395,automotivo,60.0,1657.0,3.0,650.0,16.0,21.0,18.0
8e070d077d43019c6ab43765f69d8401,cama_mesa_banho,49.0,1904.0,1.0,1200.0,60.0,15.0,40.0
92c7ec84190a13612cae0baf13804b23,cama_mesa_banho,42.0,747.0,1.0,2000.0,37.0,15.0,26.0
dc2545fc32f14631d0b524afc25595ac,esporte_lazer,31.0,598.0,1.0,300.0,18.0,18.0,18.0
b3c9fbea83e09f3d0994b2f8301c89a7,casa_construcao,56.0,860.0,1.0,11350.0,20.0,20.0,20.0
71fa3ded050dac9c89b71383bbe4df76,fashion_calcados,40.0,303.0,12.0,400.0,29.0,7.0,16.0
877037e9f558d11ce22f3224771fd12f,brinquedos,57.0,1235.0,3.0,1200.0,28.0,13.0,21.0
bd5110ad5f718f7c3dded1c18b4b135e,cama_mesa_banho,58.0,402.0,1.0,950.0,16.0,10.0,16.0
77a76108c16a41f20a2da26c6afdfd4e,informatica_acessorios,39.0,1543.0,4.0,600.0,41.0,6.0,21.0
d13816a79f03bf978283d80fbeae06f8,moveis_sala,45.0,243.0,1.0,15900.0,67.0,66.0,61.0
16b4473e98422039c388f144a0b16f55,beleza_saude,57.0,1293.0,1.0,2350.0,28.0,10.0,16.0
b60aae43af64142e8dafff9888b64c85,cool_stuff,56.0,989.0,1.0,2250.0,42.0,25.0,15.0
ad3bd5419246087e48ef4832de3516a4,beleza_saude,57.0,1286.0,1.0,2400.0,19.0,28.0,17.0
e10d888b873f7479560f0b2606bf2c02,bebes,29.0,1465.0,4.0,600.0,20.0,9.0,14.0
a1b6b22c8c1e02e979fa25529704fec4,brinquedos,28.0,635.0,10.0,200.0,16.0,6.0,11.0
f9c972fb058194f8e948a46e6c611ee1,beleza_saude,31.0,3751.0,1.0,1225.0,26.0,20.0,23.0
a883c6cc6b971869a2c962f76fb73ab1,cama_mesa_banho,55.0,2293.0,4.0,1100.0,33.0,15.0,42.0
186b6a12d98fb8471271f204a82a7937,construcao_ferramentas_construcao,33.0,505.0,1.0,100.0,20.0,20.0,20.0
1224503f1f9b9e8ead31a3d32220ebba,relogios_presentes,58.0,618.0,1.0,400.0,22.0,14.0,27.0
807b118bfa0f764901f5a528e0e3b7f9,utilidades_domesticas,24.0,136.0,1.0,1500.0,45.0,25.0,35.0
7dd9fed6514b8c8d3c4e2a9ec6f96e8b,livros_interesse_geral,59.0,1041.0,1.0,1050.0,30.0,5.0,20.0
726838a1b5bdf32e2fc8010f0807bd46,market_place,19.0,767.0,1.0,200.0,22.0,24.0,24.0
5567c10de36ebd118569fc875d064e1b,moveis_decoracao,56.0,472.0,2.0,500.0,80.0,10.0,60.0
317dba41947df9cb9fec77921ee2d22e,beleza_saude,50.0,528.0,1.0,350.0,30.0,12.0,16.0
1166bc797ddf5fb009c376d133f61204,utilidades_domesticas,55.0,65.0,3.0,1100.0,36.0,20.0,20.0
0368744ea61d6163219e3bcbbbac3680,beleza_saude,46.0,799.0,1.0,2000.0,30.0,12.0,16.0
36fe62c1a0f657634af86b5bbf10f459,fashion_calcados,53.0,408.0,5.0,1400.0,22.0,12.0,33.0
ae6476ef6cf588ccb0bd009b62359b97,beleza_saude,60.0,950.0,2.0,1300.0,42.0,12.0,20.0
ef9f731f8f63f85ea53e94df375baf54,instrumentos_musicais,59.0,1172.0,2.0,9250.0,45.0,20.0,100.0
8a6187b2665118d5095f99a25fd7ba7a,cama_mesa_banho,56.0,275.0,1.0,1300.0,45.0,15.0,35.0
156bb7508d25ad3108035c7ec3a3d2fb,papelaria,44.0,127.0,1.0,800.0,38.0,8.0,30.0
d47821b10559fffaefcf3e57d2b5ff76,beleza_saude,56.0,1956.0,5.0,400.0,21.0,6.0,14.0
685745fc12a6d4344a767bf01fb2d6d1,papelaria,48.0,483.0,1.0,267.0,20.0,7.0,13.0
ced7fbfaaf7d98ad9bd9b32a5eb5fe58,moveis_escritorio,58.0,1295.0,1.0,10700.0,52.0,51.0,17.0
966746deb2173a72d95ca8b80223f014,cama_mesa_banho,59.0,565.0,1.0,750.0,16.0,10.0,16.0
09ae715b435241d687067cb868b056a7,utilidades_domesticas,42.0,1182.0,1.0,15050.0,60.0,25.0,60.0
754abbe178ba64e121856bdf42c6813d,beleza_saude,43.0,560.0,2.0,525.0,20.0,6.0,11.0
fd68051e3deccde23af3d77152129c5a,climatizacao,52.0,1222.0,1.0,2800.0,16.0,2.0,11.0
9a00058f48982cd587fccba20c2bdaf7,automotivo,60.0,703.0,2.0,600.0,29.0,10.0,13.0
acd999849b296e49ab668c7e832ccb72,informatica_acessorios,44.0,169.0,1.0,467.0,16.0,16.0,11.0
3db75f31b76375c502f64d550dcd1166,informatica_acessorios,34.0,1078.0,2.0,200.0,41.0,2.0,29.0
1fbeaaa01377d3f600de52f455ef578c,cama_mesa_banho,55.0,664.0,1.0,2800.0,44.0,10.0,34.0
ea0e3d94bcd573d99c06fc115d82500f,cama_mesa_banho,57.0,393.0,1.0,550.0,16.0,10.0,16.0
ce4819dda4ac7cf24daf8f88eb5b70af,malas_acessorios,44.0,215.0,1.0,700.0,46.0,10.0,33.0
68ad45d48d69404aeb71ce87e1b2c948,livros_importados,37.0,452.0,1.0,850.0,33.0,2.0,23.0
fdab4c1b0c356b42df5846952f5b47af,esporte_lazer,42.0,1101.0,3.0,225.0,19.0,4.0,11.0
2362291929f77eccf5f5cb26029dcf90,automotivo,54.0,591.0,1.0,2400.0,52.0,8.0,52.0
4d58a1ff101eae5005f818b97740335e,fashion_calcados,54.0,404.0,3.0,950.0,22.0,12.0,33.0
bb97ffd9ad088f593995b5b26dc9c24e,eletronicos,60.0,692.0,3.0,1167.0,33.0,6.0,20.0
1cb7476fb94699f09e7efa70f8ea659c,utilidades_domesticas,24.0,467.0,1.0,300.0,26.0,2.0,11.0
9b7d6830b132073397821e52d0e66294,automotivo,57.0,96.0,1.0,500.0,30.0,15.0,20.0
18c2db7204cdc97ff47fb6727bb1aa19,beleza_saude,51.0,1237.0,3.0,425.0,28.0,15.0,28.0
ecaaaccb5eb3102553f001d62db6389e,informatica_acessorios,54.0,144.0,2.0,125.0,16.0,12.0,14.0
9795a7cdf0e9c1c2b4db0c1ab37e0831,casa_construcao,55.0,1627.0,1.0,600.0,40.0,3.0,50.0
f0effb9347ed5787c680f4c756f0bbdb,papelaria,38.0,852.0,1.0,462.0,18.0,13.0,14.0
7b8d9c8c0d923944798fd521f6d0a1af,construcao_ferramentas_construcao,56.0,1287.0,2.0,1250.0,47.0,11.0,25.0
ca74d0530e5f2c942254f4d63dd037c8,telefonia,19.0,543.0,12.0,100.0,16.0,3.0,11.0
fe2f068d3b10f48ac104cd8c8dbcdfe8,esporte_lazer,44.0,317.0,1.0,450.0,25.0,25.0,25.0
98b60cfeeb9f910672c471ffc94541c2,utilidades_domesticas,55.0,205.0,1.0,2100.0,42.0,22.0,28.0
e1dae76b5f1c39746a05aebb9ea23d1d,esporte_lazer,54.0,638.0,1.0,350.0,26.0,12.0,17.0
74f250adf8f41738ca96718232a41499,moveis_decoracao,56.0,646.0,1.0,300.0,16.0,30.0,20.0
a0644c97f9915e9f442b94b4a5a2fa1b,cama_mesa_banho,54.0,570.0,1.0,1675.0,25.0,20.0,23.0
d3e1006ba3735c0d44160026b6e0ced3,automotivo,53.0,2805.0,3.0,1850.0,19.0,16.0,17.0
691068f9993552f6ba5a12e4b379b4a0,beleza_saude,57.0,463.0,1.0,375.0,16.0,15.0,14.0
1d8b0573a8ebb81f72288beba6bf4327,beleza_saude,39.0,752.0,3.0,250.0,21.0,26.0,21.0
34282a40b7d2b7aae8762762cb6ebcad,moveis_sala,37.0,313.0,2.0,4350.0,58.0,16.0,53.0
15c6285354cb4294fba984d48fd19805,bebidas,28.0,932.0,1.0,1400.0,25.0,25.0,25.0
54d9260785f11c05ad373ce8465212da,cama_mesa_banho,60.0,106.0,1.0,750.0,20.0,10.0,15.0
214182ef6dd2635420e172166e7ee047,utilidades_domesticas,43.0,965.0,1.0,650.0,16.0,17.0,11.0
437c27398475365e3103e091ce518c6f,pcs,52.0,1042.0,1.0,12550.0,43.0,42.0,22.0
82ed1009173f99aeacc5499e24e9a7a0,livros_interesse_geral,31.0,261.0,1.0,300.0,20.0,10.0,30.0
8d23da47a7828cf786103f1c3fbeab43,cama_mesa_banho,57.0,663.0,1.0,3300.0,34.0,8.0,38.0
0885f25e5b69df855382efbb7308b8d2,pet_shop,60.0,993.0,3.0,750.0,20.0,6.0,15.0
77b49ce38659731ae58ff7404a8cf515,automotivo,60.0,264.0,1.0,8775.0,43.0,14.0,20.0
a0adc3041e9917104f3fea4ba995adcb,informatica_acessorios,47.0,3650.0,3.0,5825.0,48.0,37.0,25.0
a793f6312549f217138244dda30208c5,artes,52.0,912.0,5.0,3400.0,19.0,19.0,19.0
8ec2aeacda2a58c1e118e8c1ea90c605,informatica_acessorios,40.0,866.0,1.0,150.0,16.0,16.0,16.0
1f0f0d2254362b05c2248e033053825a,moveis_decoracao,43.0,862.0,1.0,600.0,20.0,10.0,20.0
90df1d60e33ed1bdadec994d809f4bfd,eletronicos,52.0,147.0,1.0,1200.0,30.0,30.0,30.0
b168aba36b2d14860fd17a038f77d100,brinquedos,41.0,1354.0,1.0,2100.0,55.0,13.0,20.0
d980d3018343b03db51c3076eadd6f83,moveis_decoracao,55.0,287.0,3.0,5850.0,50.0,30.0,30.0
a2ff5a97bf95719e38ea2e3b4105bce8,eletroportateis,40.0,849.0,2.0,11800.0,40.0,43.0,36.0
20d5583ac76a88720b002f353afec2d0,utilidades_domesticas,32.0,305.0,3.0,450.0,40.0,40.0,40.0
6f62dd1f280a651e3334c84c4f1d96b6,perfumaria,57.0,663.0,2.0,1000.0,18.0,10.0,20.0
e2b2f194ebeff245c0d996fe093ca15e,fashion_bolsas_e_acessorios,53.0,300.0,1.0,100.0,21.0,9.0,14.0
c3d5a66bdd6bd3a9c7b3b53a46adc4d7,telefonia,54.0,2201.0,2.0,175.0,18.0,5.0,12.0
fe7976532777922f0d60261e75f7ad36,telefonia,55.0,364.0,4.0,150.0,16.0,4.0,13.0
4d6214838983b6f8ef242a0326712460,papelaria,52.0,39.0,1.0,300.0,16.0,5.0,16.0
cbd2c1ba72b7f4ce36a69fd430c019ae,esporte_lazer,46.0,3184.0,1.0,2380.0,32.0,30.0,23.0
5a303a4e6cbf8550e80d43a01997acf2,esporte_lazer,39.0,1513.0,1.0,2450.0,45.0,50.0,35.0
83fcbcb7aee7d8032262103f5e441ffd,relogios_presentes,59.0,414.0,2.0,700.0,30.0,10.0,30.0
5df044498554dec765264c2cad9804e6,esporte_lazer,49.0,147.0,1.0,650.0,20.0,7.0,14.0
08adf4f96646dd795d6f472ff1a1ece4,automotivo,38.0,2304.0,4.0,250.0,16.0,6.0,15.0
4ff6d690de7f98ab534ab22881bf5819,alimentos_bebidas,57.0,986.0,1.0,1200.0,19.0,12.0,12.0
a9bee48e0a7a18e54e069c38a97e8b6c,utilidades_domesticas,28.0,264.0,2.0,400.0,30.0,4.0,17.0
78b3ee06d49e019869ec3ec4e356d055,papelaria,59.0,238.0,2.0,6700.0,60.0,10.0,15.0
88ef4dcecbad145f927ebce34fbdde97,brinquedos,36.0,1588.0,4.0,2050.0,47.0,13.0,24.0
4b5e26931a0b0d3a690a3f520329a975,esporte_lazer,57.0,1161.0,10.0,9450.0,85.0,10.0,33.0
2990952a0c7c8dd6c64d1db4d183c1fb,telefonia,59.0,818.0,6.0,250.0,17.0,4.0,12.0
08958eb11767450566d8328f3f1b63b0,utilidades_domesticas,53.0,616.0,7.0,850.0,16.0,20.0,30.0
37dcce9d511e9729330ad4d80de13cfa,fashion_bolsas_e_acessorios,52.0,731.0,1.0,100.0,16.0,2.0,20.0
fff515ea94dbf35d54d256b3e39f0fea,relogios_presentes,57.0,641.0,1.0,450.0,28.0,10.0,18.0
969c31fd56d207713e9475c051d984c8,beleza_saude,57.0,312.0,6.0,700.0,25.0,25.0,25.0
d02df257dbc6857326ebdb3ffc3d6848,esporte_lazer,56.0,261.0,2.0,800.0,60.0,15.0,15.0
40cc62bf0cf7aacfd12d865c196baa55,telefonia,49.0,613.0,2.0,250.0,19.0,4.0,11.0
67fcc72a4cfd0ac826c0158ce5c98ae6,esporte_lazer,45.0,1562.0,4.0,3150.0,60.0,9.0,23.0
18ca3438371b0b52c505b34d768b7fb4,papelaria,38.0,141.0,4.0,200.0,23.0,7.0,15.0
d4f91ac96799dc3d9221293e29892e30,brinquedos,43.0,713.0,3.0,700.0,35.0,7.0,35.0
8096dd79187d317b844454d6e6d9039a,cool_stuff,43.0,1462.0,1.0,900.0,25.0,7.0,12.0
e17f694e7de7c845aebedc0de790ac6c,esporte_lazer,54.0,227.0,3.0,1800.0,26.0,26.0,26.0
48a12f318432c4b6a1fdfd5d79372e66,cama_mesa_banho,54.0,584.0,1.0,1200.0,33.0,8.0,23.0
5e1fd83e9a7c4730ccc806c248ca0720,ferramentas_jardim,47.0,708.0,4.0,650.0,30.0,10.0,22.0
ec268f069320a08af47861967e4d7bee,esporte_lazer,30.0,410.0,1.0,1207.0,24.0,25.0,21.0
1e28482c87af71997ffdfe62d8f5b993,relogios_presentes,38.0,422.0,1.0,275.0,21.0,13.0,14.0
838445b2f00d1f21a97ad3f33f93a956,cama_mesa_banho,44.0,726.0,1.0,300.0,36.0,6.0,26.0
89321f94e35fc6d7903d36f74e351d40,alimentos,59.0,982.0,1.0,150.0,17.0,13.0,13.0
19db7ccde0bb9cb62b208b2b3b794927,telefonia,57.0,1009.0,1.0,200.0,18.0,6.0,12.0
21f3c02a56cb1c530fd3c87a858c562b,relogios_presentes,54.0,631.0,2.0,260.0,17.0,12.0,12.0
8d441ff01f66c805926620ee776aa2be,utilidades_domesticas,49.0,124.0,1.0,800.0,16.0,16.0,16.0
2a209ce7ce3ea3a21cc0b4c36495e9df,eletrodomesticos,60.0,1419.0,2.0,15225.0,31.0,14.0,22.0
661d83b6b4988942aa9b449b57e12f81,brinquedos,60.0,48.0,1.0,1400.0,60.0,30.0,16.0
15d0beee06988a8a3a98717582e478e6,esporte_lazer,44.0,3674.0,1.0,1400.0,31.0,36.0,31.0
4fb3e6ce442ce9c621ea9509e47ac951,esporte_lazer,40.0,1023.0,1.0,1136.0,26.0,29.0,21.0
d2b42ba1cc7c04d6f6e4ea54392b95fa,eletronicos,60.0,318.0,1.0,150.0,25.0,7.0,16.0
e3374a33d19814ea4cbd0ac5da8e3978,brinquedos,57.0,761.0,4.0,715.0,21.0,12.0,17.0
2e06288cce0a0fdfeb537263dd3b3f3f,brinquedos,37.0,1451.0,4.0,1330.0,38.0,23.0,18.0
d90d7857e8369bf261bcbaeb9731b64e,perfumaria,51.0,1526.0,2.0,850.0,26.0,10.0,26.0
d86a6c48f83b045cbba6df84926a1f25,brinquedos,58.0,1150.0,2.0,3900.0,45.0,33.0,26.0
