order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,payment_sequential,payment_type,payment_installments,payment_value
be5c91507e2c4ef294ee991d22b2d8e2,b8625aa8f28a89a33efe989f14d9fe29,delivered,2017-11-29 16:39:11,2017-11-29 18:12:34,2017-11-30 18:23:17,2017-12-02 20:27:00,2017-12-13 00:00:00,1.0,credit_card,2.0,75.28
f5646e8203a36be7abc9ebb188926c39,218e8459e120553d778fa740d5785b0b,delivered,2018-07-06 19:46:58,2018-07-06 20:10:51,2018-07-10 09:16:00,2018-07-11 20:58:27,2018-07-19 00:00:00,1.0,credit_card,1.0,96.88
e3e0e01b4d15c9d4c33f312a2dee8799,53564848c56e9132beb729889974e307,delivered,2018-04-25 21:31:23,2018-04-26 19:15:11,2018-04-27 11:44:00,2018-05-05 11:47:40,2018-05-14 00:00:00,1.0,credit_card,8.0,83.22
9287e4565306ec8435df6a40c6f481ac,f4cf791c1b6a500f0140aa4cb7503f8b,delivered,2017-08-29 22:51:26,2017-08-29 23:06:23,2017-08-30 13:35:54,2017-09-12 16:53:53,2017-09-26 00:00:00,2.0,voucher,1.0,50.0
1376095cf526ffe25c7f4783254ec3c4,acf9d0c3415836e92b81bce2ecbe20af,delivered,2017-10-06 16:09:12,2017-10-06 16:26:25,2017-10-11 15:34:47,2017-10-16 20:52:16,2017-10-30 00:00:00,1.0,credit_card,2.0,163.97
e167b30630b1119d98ee8202f32d04a4,97af56180481c3433a9e28fe58501211,delivered,2018-03-06 17:02:14,2018-03-08 02:30:49,2018-03-09 15:38:23,2018-03-16 15:08:28,2018-03-22 00:00:00,1.0,boleto,1.0,169.87
85290a706bc1eb761cf962df269cd1bb,4fe25448d0b0474506fcab1e2a157175,delivered,2018-05-03 09:25:24,2018-05-03 09:54:55,2018-05-04 19:01:00,2018-05-10 16:26:03,2018-05-15 00:00:00,1.0,credit_card,6.0,67.29
e1019f2695c5dab494b7efb92c9a0b6f,11cc55966ffc7f3db445018a66231359,delivered,2017-02-20 08:33:32,2017-02-20 08:45:12,2017-02-21 10:23:53,2017-03-01 13:54:48,2017-03-17 00:00:00,1.0,voucher,1.0,32.96
c5c563437568ad88f8243cda53218d0e,acf1e6076f30d9c7bd8c41937e1d7d9c,delivered,2018-06-08 11:09:25,2018-06-08 11:38:44,2018-06-11 09:51:00,2018-06-14 16:11:33,2018-07-12 00:00:00,1.0,credit_card,1.0,121.39
2f731cfbee2fecc19b83992498f23c25,0b163d4fe7d6acebdcdcae6f4c0ca8ee,delivered,2018-03-10 20:29:26,2018-03-10 20:47:34,2018-03-13 01:05:05,2018-03-20 19:48:33,2018-04-03 00:00:00,2.0,voucher,1.0,43.42
faeeb4eb4150e4e1246627ee36ae6f60,166cca2d65c48d84cfe64329ed713c71,delivered,2018-03-14 11:58:07,2018-03-15 03:15:53,2018-03-15 20:04:02,2018-03-29 15:08:38,2018-04-09 00:00:00,1.0,boleto,1.0,68.22
16e233a1bc2e990959d5d28a9f4dab53,c8cb4c33588de8383a23b48b793d240c,delivered,2018-04-24 17:29:20,2018-04-24 19:09:57,2018-04-26 13:39:00,2018-05-09 05:46:53,2018-05-22 00:00:00,1.0,credit_card,8.0,82.01
49d87c28f1599b558cc93dc1115ea785,c493b8c381efad283970ab7c79624db8,delivered,2017-08-14 22:11:47,2017-08-15 03:45:16,2017-08-15 16:59:03,2017-08-21 22:46:47,2017-09-06 00:00:00,1.0,boleto,1.0,35.0
6c62b87c92fad9d97f686af40cb5bfd1,d26850649dd913b91764020587e48f43,delivered,2018-01-22 23:37:23,2018-01-23 23:34:10,2018-01-26 21:12:50,2018-02-02 22:37:07,2018-02-19 00:00:00,1.0,credit_card,4.0,777.48
8d05c02e45305ca61aaa097d40313382,e83d0ca01e9d1634e2005ca703095564,delivered,2017-06-28 18:00:11,2017-06-29 10:05:16,2017-06-29 14:44:39,2017-07-05 17:39:56,2017-07-20 00:00:00,1.0,credit_card,8.0,87.73
7e601e1373744c3c2572bb0877caac87,afab37ef329763c37b47f6efa67f2b8f,delivered,2017-11-27 13:26:57,2017-11-27 13:39:30,2017-11-28 18:12:38,2017-12-28 13:09:35,2017-12-22 00:00:00,1.0,credit_card,10.0,247.16
b4bf86ceca8b763240fd6be6d5e313ba,bf725177f884f54d91f03c29eff25683,delivered,2018-07-20 15:59:05,2018-07-20 16:10:14,2018-07-23 10:04:00,2018-07-26 19:12:01,2018-08-09 00:00:00,1.0,credit_card,4.0,211.06
69152feaafd64d08f0aa216e5f3c5a5b,ba8cb0c70b9d78aa8304bda4d23f2d70,delivered,2017-12-01 15:36:54,2017-12-01 16:00:16,2017-12-05 01:04:52,2017-12-14 12:47:06,2017-12-28 00:00:00,1.0,credit_card,1.0,64.87
0a703303bdedfaa80afd4eb17280f2d1,dcb8f21123cad1d422278ea28a1a8a20,delivered,2018-01-15 14:03:31,2018-01-15 14:15:23,2018-01-16 17:21:48,2018-01-28 14:27:39,2018-02-08 00:00:00,1.0,credit_card,6.0,654.8
356725db39df6e32c250f1b4f1f78d9e,8309c7cc18fb32c9b5678db4f66b6bec,delivered,2018-05-28 19:07:44,2018-05-28 19:29:03,2018-05-30 11:22:00,2018-06-04 18:37:43,2018-06-29 00:00:00,1.0,credit_card,1.0,40.22
ad5ad3658e7ba2b40e80f791dfb3dbb9,b6e3c3e8971322958562758e9e07a522,delivered,2017-06-09 19:00:08,2017-06-10 18:50:18,2017-06-16 15:04:47,2017-07-04 16:16:22,2017-07-26 00:00:00,1.0,credit_card,6.0,67.53
ac96b69cd0b0e6bd885693f7d6038d6a,a6f1d9dcacb3094e9a84a0c40a26ce0c,delivered,2018-05-13 09:28:31,2018-05-13 09:53:02,2018-05-14 10:35:00,2018-05-17 11:52:06,2018-05-30 00:00:00,1.0,credit_card,1.0,107.7
5e4264d346083d24d1dc20b9f656a728,0b70631e89b09a3dc8acc7d20d595b18,delivered,2018-05-14 21:03:30,2018-05-14 21:18:45,2018-05-22 13:20:00,2018-06-11 18:06:26,2018-06-06 00:00:00,1.0,credit_card,10.0,1052.36
c2d3c6d37255eee5a79820fdd4e00910,2ff052b75d6434d18dc0b0bcc257f2e5,delivered,2017-11-09 15:02:02,2017-11-09 15:11:04,2017-11-10 22:05:48,2017-11-16 17:27:40,2017-11-23 00:00:00,1.0,credit_card,2.0,61.71
d9a2b5f65a8710b7b169d27db28c5d26,4193b72441aee0999bb92aeb9c1b236a,delivered,2017-11-09 19:02:02,2017-11-09 19:10:29,2017-11-10 19:25:03,2017-11-14 23:27:16,2017-11-29 00:00:00,1.0,credit_card,4.0,122.11
44c2b1100f7c12e1928b475164e80a7f,4e484fda64341b6c685ec218a2add59d,delivered,2017-06-25 20:16:05,2017-06-25 20:25:16,2017-06-26 14:43:29,2017-06-28 15:51:51,2017-07-07 00:00:00,1.0,credit_card,3.0,148.06
9e22fb4a47d29059ef9689ca8b26d8b3,dc7dc47999d1b3c4c2f6a085a1a76eef,delivered,2018-02-17 01:22:20,2018-02-17 02:07:45,2018-02-19 15:48:39,2018-03-12 22:05:09,2018-03-19 00:00:00,1.0,credit_card,1.0,213.68
9e5416019158fcec718c7aa6dd877d8b,3cdde25678968e2b228c3839b58c9077,delivered,2017-03-25 20:49:27,2017-03-25 21:05:10,2017-03-28 11:36:20,2017-03-30 13:33:01,2017-04-27 00:00:00,1.0,credit_card,1.0,80.77
823bfedb2c6c0e1d98750d4d7fb3c1a0,31f0f6f285d4ddb2179e8d695930202e,delivered,2018-03-25 15:32:59,2018-03-27 03:35:15,2018-03-28 20:27:36,2018-04-02 20:36:35,2018-04-12 00:00:00,1.0,boleto,1.0,32.28
63001e1c2d2bbc51ed386b4830c757c8,72faf3075f590421c984b38197bbf833,delivered,2017-04-08 20:41:54,2017-04-08 20:55:16,2017-04-10 19:22:20,2017-04-12 13:58:03,2017-05-03 00:00:00,2.0,voucher,1.0,178.1
d692ef54145c9cb3322ec2e5508aa3f4,82ddfcf9438b0cd1117b55ac33184df8,delivered,2018-03-21 19:47:18,2018-03-21 20:05:26,2018-03-22 21:11:58,2018-04-11 00:48:31,2018-04-09 00:00:00,1.0,credit_card,2.0,146.83
6101a3cad652012312ccd9284733ac2b,801c629f9d3579bddf589ec0328a4238,delivered,2018-07-23 11:15:29,2018-07-23 16:00:31,2018-07-25 14:14:00,2018-08-02 19:38:48,2018-08-23 00:00:00,1.0,boleto,1.0,122.9
fb43fd15582708b731c65d9ffe35a5f0,ec9dfbd6b5010c0bb5164e740e002d6d,delivered,2017-04-25 19:37:11,2017-04-25 19:50:18,2017-04-27 13:19:05,2017-05-05 12:13:37,2017-05-26 00:00:00,1.0,credit_card,2.0,50.83
63ac25fa7a6efd7b94ace6adbb54b431,bb9dfced8ffe5e06c524a73848938b5e,delivered,2018-01-30 13:29:16,2018-02-01 02:35:37,2018-02-01 19:57:17,2018-02-06 17:57:33,2018-02-21 00:00:00,1.0,boleto,1.0,432.5
49bbb428c234dcf31c4d66d4e8e1c04c,4c36169fa0fb2131640c936269b87ea5,delivered,2018-05-01 13:31:21,2018-05-01 13:50:38,2018-05-02 13:39:00,2018-05-05 16:08:41,2018-05-14 00:00:00,1.0,credit_card,2.0,159.68
9edaabce3c4beef5432b6327ade4109b,d85a33fefc77c4027226b4af1683e21e,delivered,2017-01-26 11:39:55,2017-01-26 11:50:12,2017-02-06 08:35:10,2017-02-14 08:41:51,2017-02-28 00:00:00,1.0,credit_card,5.0,218.3
b32bea08665333132796458ad00833b9,511c58590688ebf8dc5356bab438f8c3,delivered,2018-01-22 19:41:14,2018-01-22 19:53:36,2018-01-24 16:19:03,2018-02-03 17:32:43,2018-02-14 00:00:00,1.0,credit_card,7.0,169.11
048d699adf41881d80ac3ed5f632a3aa,40b3bac8fe032b2ae6fa23cb2d614a89,delivered,2017-04-24 18:35:48,2017-04-24 18:50:19,2017-04-27 08:13:55,2017-05-08 10:26:04,2017-06-23 00:00:00,1.0,credit_card,1.0,186.79
d16d1d91feaf7e5d293ea1ebb0a60b7f,a6fbea1bf9c455de2ba3f34d3564f5a7,delivered,2018-01-03 19:05:58,2018-01-05 17:08:34,2018-01-08 20:38:12,2018-01-09 15:30:19,2018-01-19 00:00:00,2.0,voucher,1.0,25.59
cebd81d91393b014d64df92a97a7f80c,862d78ca89647c96068b98673b2de19d,delivered,2018-07-30 16:17:23,2018-07-30 20:30:57,2018-07-31 15:18:00,2018-08-01 11:06:34,2018-08-02 00:00:00,1.0,boleto,1.0,104.93
e4849b3975c58be6cdc305f07ab355fd,ac6a876322dc77349587bb3330857025,delivered,2018-07-28 23:20:32,2018-07-30 15:55:18,2018-07-31 13:31:00,2018-08-01 17:02:41,2018-08-02 00:00:00,1.0,credit_card,6.0,132.13
4f1482e926881ff58f7384a6e6bd0771,394683dab19e214dafc244669dcc96c3,delivered,2018-02-03 23:36:46,2018-02-03 23:50:23,2018-02-06 18:56:28,2018-02-27 00:09:30,2018-02-21 00:00:00,1.0,credit_card,1.0,28.41
05c5ce6594030e91bb9de44352d0ff05,218751f47454855f63dd09ed692e34fc,delivered,2017-08-31 19:28:56,2017-08-31 19:44:56,2017-09-01 18:49:59,2017-09-13 17:44:44,2017-09-27 00:00:00,1.0,credit_card,3.0,195.91
628988ab1238acdeb0466b26660b29a7,169054d8c530156c7765ddfc7c652897,delivered,2018-04-23 16:42:48,2018-04-24 17:57:07,2018-04-24 19:18:54,2018-05-02 11:16:38,2018-05-10 00:00:00,1.0,credit_card,5.0,168.02
50ef86138cef1c3745888df8e7ac74dd,0e7130b31eb9304b496e9f4bb8223ee3,delivered,2017-11-27 09:00:55,2017-11-29 08:56:32,2017-11-30 18:54:57,2017-12-06 21:43:22,2017-12-18 00:00:00,1.0,credit_card,4.0,45.01
e8899387e52fb6a10ae971c69eb09bf5,49ee772ae3757a7a5a306a582d2907a5,delivered,2017-09-09 15:40:34,2017-09-09 15:50:23,2017-09-13 17:47:52,2017-09-20 02:03:45,2017-10-04 00:00:00,1.0,credit_card,2.0,100.86
e7c528a2df211045020684c3db8bddc4,d5d2ae6113c8685d150d34863a5df141,delivered,2017-03-14 12:18:58,2017-03-14 12:18:58,2017-03-16 05:07:41,2017-04-13 11:42:08,2017-04-06 00:00:00,1.0,voucher,1.0,48.95
fd0bc348f5162c5aa0fa41a9fef61c3b,2a9383dc7b74510d78fe5208adbc3fd9,delivered,2017-11-29 19:15:51,2017-11-29 19:30:26,2017-11-30 17:23:28,2017-12-08 22:43:45,2017-12-21 00:00:00,1.0,credit_card,2.0,159.02
87b1b0ac27740690a2f04d333724c05f,c695e0ab88c84c2ab6ea7e5208a22230,delivered,2017-05-10 15:59:47,2017-05-10 16:15:16,2017-05-19 19:47:56,2017-05-29 12:44:00,2017-06-07 00:00:00,1.0,credit_card,4.0,353.58
d53a5c7f5b9c8a011c50a20c35cf7e9a,a68cca3e13345a014297f2aad3671c18,delivered,2017-05-12 14:09:13,2017-05-12 15:10:13,2017-05-17 14:06:56,2017-05-22 09:33:53,2017-05-30 00:00:00,1.0,credit_card,1.0,126.3
25046cd9dd88041134abd808c4719a36,28419f064605a15eb2038c4790b4196f,delivered,2017-09-12 19:44:36,2017-09-12 19:55:13,2017-09-20 19:18:45,2017-09-28 13:20:07,2017-10-04 00:00:00,1.0,credit_card,10.0,229.69
243d739824982fcf38760767a16aa453,532cf7f0a0a3e92890a87cbe8bba015f,delivered,2017-11-13 10:59:22,2017-11-15 02:56:14,2017-11-21 19:58:35,2017-11-27 23:33:11,2017-12-12 00:00:00,1.0,boleto,1.0,169.37
7a94606a015a9feffa3b4ac23e84d132,3beec086fc157dbb92da88d3eb62dd4a,delivered,2018-01-31 07:56:18,2018-01-31 13:31:38,2018-02-01 20:22:14,2018-02-09 21:13:19,2018-03-02 00:00:00,1.0,credit_card,1.0,32.38
224178696ac7ef9533253acd7653f158,6d25a570809ab4c7a33e4fea40af752c,delivered,2018-04-12 20:30:22,2018-04-12 20:49:06,2018-04-13 21:56:44,2018-04-23 18:54:50,2018-05-03 00:00:00,1.0,credit_card,2.0,61.13
09ae00385becd9090c7e85eb465605e0,76cbb2f50d9907cf49c5fd75d7ab80a6,delivered,2018-03-22 13:34:29,2018-03-24 02:07:52,2018-03-26 21:08:39,2018-04-03 18:35:35,2018-04-23 00:00:00,1.0,boleto,1.0,189.0
50182b772092990f9c237c00c8c24996,d9bda6cddcb5b6018967ef7e142e9965,delivered,2017-07-19 20:24:58,2017-07-21 02:55:24,2017-07-26 15:53:51,2017-07-27 17:46:25,2017-08-01 00:00:00,1.0,boleto,1.0,48.62
524c24c3a53528c5a91a3311012fcef4,df46100832e89294d668a42c0cbc1102,delivered,2017-09-27 12:53:29,2017-09-27 13:07:17,2017-09-28 17:57:45,2017-10-01 11:54:00,2017-10-19 00:00:00,1.0,credit_card,3.0,90.85
31c115453235b762093e6f6983bf669d,fd31040a7ee310b731565ea3902a08eb,delivered,2018-01-23 22:39:58,2018-01-25 02:58:21,2018-01-31 14:28:49,2018-02-27 19:34:27,2018-02-22 00:00:00,1.0,boleto,1.0,70.72
a8305d2dfd60042d6000b3de3bc533a3,896ca8dffa927becb8dca9eabff5ff84,delivered,2017-01-26 23:48:56,2017-01-27 01:05:27,2017-01-30 16:54:34,2017-02-01 15:28:03,2017-03-06 00:00:00,1.0,credit_card,1.0,74.18
184d0d273e35638268d90ed9d912ee8c,e0bd132faf773c66a3577305ba55f8a9,delivered,2017-09-16 14:01:00,2017-09-16 14:10:18,2017-09-20 19:48:59,2017-09-22 18:29:00,2017-09-28 00:00:00,1.0,credit_card,10.0,506.7
be9c47a423439fee2d195e6acc9b0253,eb4c67f3bbaa98e8f14aa56e308fdc25,delivered,2018-03-03 14:04:59,2018-03-03 14:15:33,2018-03-06 04:17:16,2018-03-12 14:56:31,2018-03-21 00:00:00,1.0,credit_card,4.0,135.21
ace8119e1ccd050e898a31eeaf829121,6d2fc313c058293791f4f94623f1cf80,delivered,2017-11-26 18:13:28,2017-11-26 18:32:37,2017-11-28 00:05:31,2017-12-05 19:04:45,2017-12-22 00:00:00,1.0,credit_card,4.0,41.69
518d2444a28aa986367a85f3637e32a7,dc8857b7ed4b36d0d3b6df6cdd37c439,delivered,2018-01-28 19:36:55,2018-01-30 03:47:25,2018-01-30 21:53:14,2018-02-03 18:36:48,2018-02-21 00:00:00,1.0,boleto,1.0,116.85
87889791f729ac3bc040d1633961d826,b4fea8b00d9af9605b5381e3100a0271,delivered,2018-08-20 18:17:43,2018-08-20 18:30:14,2018-08-22 14:27:00,2018-08-28 16:10:47,2018-09-04 00:00:00,1.0,credit_card,3.0,264.9
0c41d48612bf91d5aaf2dab6c0f3a3dc,a4f16a013ae45f11edd3552e63ce589a,delivered,2017-12-08 11:35:57,2017-12-08 11:53:02,2017-12-11 20:52:17,2017-12-17 19:52:11,2017-12-28 00:00:00,1.0,credit_card,3.0,94.4
28d07cf52af4d36587d0347032cebdfd,e46d784120ec7a182ab6f26db4487ab5,delivered,2017-10-11 13:17:05,2017-10-12 02:47:02,2017-10-16 22:17:08,2017-10-20 18:37:35,2017-11-07 00:00:00,1.0,boleto,1.0,68.63
0bf144db6ca7ef970a25b6a720947622,964b34423c822e9bd9831635ccc83db2,delivered,2018-05-29 16:36:26,2018-05-29 16:51:39,2018-05-30 14:55:00,2018-06-12 16:18:30,2018-07-19 00:00:00,1.0,credit_card,2.0,136.62
cae717bb5d2448081dd91756a3842833,c8e83cefa49633dd155e77b07f46896a,delivered,2018-07-10 08:07:26,2018-07-12 03:10:11,2018-07-17 13:35:00,2018-07-20 18:18:40,2018-08-01 00:00:00,1.0,boleto,1.0,44.2
1a529550bb541c8c6d58b9a83d089824,df2e5a56b9f2320c291ae84d0b2d6df2,delivered,2017-07-31 21:28:37,2017-07-31 21:45:14,2017-08-02 20:47:28,2017-08-04 21:45:53,2017-08-18 00:00:00,1.0,credit_card,4.0,364.55
