seller_id,seller_zip_code_prefix,seller_city,seller_state
65c255b299faf2d12050937cc219c46c,3060,sao paulo,SP
918f6fbcf3ab724d805867303e593a1b,13273,valinhos,SP
0307f7565ff85b299b6e5ef162b1b1a9,15085,sao jose do rio preto,SP
3f2af2670e104d1bcb54022274daeac5,87240,terra boa,PR
eb9cd5b35d95206585e2185318cb5c61,3064,sao paulo,SP
784ba75dd9d20200c4caed3d7a77141a,1040,sao paulo,SP
7681ef142fd2c19048da7430856b5588,7074,guarulhos,SP
e601b04acf48b4576e73ddca9481f0dc,4476,sao paulo,SP
2e2f44824ab87a0cb961f68bf4073e7f,82315,curitiba,PR
ab91571efab27993ff2f6b36e38055c3,4319,sao paulo,SP
3a4127e1ba7208ea37044c5092aae170,8226,sao paulo,SP
8d899e15a5925f097cca50faa49b15e3,18131,sao roque,SP
d2f3e277560ed4c6361284429b00f037,12942,atibaia,SP
63191ead8d3b2f937cd1996fdcbbad20,13212,jundiai,SP
e38db885400cd35c71dfd162f2c1dbcf,70740,brasilia,DF
b7ed9fb14c8eadb37adb9c45d67ab0fb,12331,jacarei,SP
11fb6f6d341adbe19e81733701704635,4133,sao paulo,SP
11d4c477d09821164bca4f70a2eae031,14075,ribeirao preto,SP
01266d4c46afa519678d16a8b683d325,80250,curitiba,PR
a56e351445e5863fc8960640ba9190c7,88306,itajai,SC
a3a38f4affed601eb87a97788c949667,89204,joinville,SC
38af8acfd46ac4a7bf754e8ca6736664,4364,sao paulo,SP
6f835fd4be26989b1b064399da346143,81280,curitiba,PR
c7dcd301ecfe5ab7f778ac172cf74be7,30120,belo horizonte,MG
a3082f442524a1be452e3189e003b361,81560,curitiba,SP
41b86b552e54e3a7009596125aa8b167,2470,sao paulo,SP
b8a0adc91af209270c2c725168eb00fd,14940,ibitinga,SP
34d1ca11b242c0fee2c834ae8d788566,36415,congonhas,MG
b7d5b4b87af9d42b601865d3f3810bff,88020,florianopolis,SC
59417c56835dd8e2e72f91f809cd4092,13480,limeira,SP
a5cba26a62b8b4d0145b68b841e62e7f,87303,campo mourao,PR
1996942dc085d7773ba77a529b163cd0,14850,pradopolis,SP
cb3dd9ce66268c7a3ca7241ac70ab58c,3028,sao paulo,SP
ad738d3fcf42655ed15c4960b7b6c601,93425,novo hamburgo,RS
8cbac7e12637ed9cffa18c7875207478,89254,jaragua do sul,SC
b64d51f0435e884e8de603b1655155ae,7077,garulhos,SP
7008613ea464bad5cb9b83456e1e6a8f,89460,canoinhas,SC
d598f929fc44e1e38678e7f47250ec04,73801,formosa,GO
52562a9f449c3dc3d53f5f5b9ed74903,59152,parnamirim,RN
34a557286ead8fe75c989e0afcf7d98c,14406,franca,SP
4b5f66b7adcf57f1ecc0d3c07dd6b177,87025,vendas@creditparts.com.br,PR
7a2d2949aea47fab95fd98d6c9f618b1,81350,curitiba,PR
9b1050e85becf3ae99c1cf4934c9bc5d,39400,montes claros,MG
f41ce2e25237f9092cd8e6e7516c7a2f,7013,guarulhos,SP
56a8b450e802502ba53a9885ee38e29f,9895,sao bernardo do campo,SP
28872dc528e978a639754bc8c2ce5a4c,95070,caxias do sul,RS
e5899683388855d3dabe8913bbe365de,13575,sao carlos,SP
2c3d56f92f360fb89d849b84e8f50eae,6420,barueri,SP
d98eec89afa3380e14463da2aabaea72,90010,porto alegre,RS
4d8809767a5bafe22909c77951fb6b41,6803,embu das artes,SP
2cb4700db635baa1c0d4f90ed27b6669,81070,curitiba,PR
e58a5b390e28abc0b216cfb0e07d27d7,22640,rio de janeiro,RJ
bf84056e679dbe9c69929847a40e338f,2537,sao paulo,SP
7daca0837f033a41a6f3428c18657533,15170,tanabi,SP
6179a28a13a726c29b3bf54c070dccab,37048,varginha,MG
e504a4e2efaa45cbff7e268a2c58c956,13520,sao pedro,SP
6fc26fe110feebd80a433e1f012a84f9,15601,fernandopolis,SP
7139dc5186aa238b006e066d8fbab2e4,13901,amparo,SP
4e326052e5dbba8adcd512f3450a307e,8020,sao paulo,SP
02dcd3e8e25bee036e32512bcf175493,32310,contagem,MG
46ef1a25845fc051c2998d878354810c,35530,claudio,MG
f5b44895715ddfe3087dc414f30268f3,18017,sorocaba,SP
138dbe45fc62f1e244378131a6801526,2215,sao paulo,SP
06579cb253ecd5a3a12a9e6eb6bf8f47,4007,sao paulo - sp,SP
97e50a621f8e801f4baf69e08687c192,4209,sao paulo,SP
4c2b230173bb36f9b240f2b8ac11786e,3933,sao paulo,SP
2e13c71026e1a39ba5cc1b86dcb679aa,2265,sao paulo,SP
b3f19518fcec265b2e97af287725f981,15170,tanabi,SP
1782ce2db72c3dda627d5e7c898104e1,6766,taboao da serra,SP
7dea6f73af847b42cc3985bd620f994d,85813,cascavel,PR
23d7c96d4a1160db1c726b248601b25a,13360,capivari,SP
3e51f9cbe317bc3a88f2c76583811ee4,8032,sao paulo,SP
093805f8f2aeb63881444571e1f48f30,6236,osasco,SP
0ee4fb99ac55ffbbc98795aa01b7f8fa,6539,santana de parnaiba,SP
d8dd176509baa37f359644d082bf7f7b,9570,sao caetano do sul,SP
17e34d8224d27a541263c4c64b11a56b,14085,riberao preto,SP
d8c7ba53e7e38711eaef8c2849d6d2e1,87120,floresta,PR
2c4c47cb51acd5ea5db5e0ae0e26542a,15290,buritama,SP
7b7f91e98f8c6def45a1407923304402,6154,osasco,SP
160851d3ece7aa1a510f8d1a4bb8a8af,17400,garca,SP
d4d99b60c4c94cd35acd502cec65dc8d,4904,sao paulo,SP
51ed72984a04e5dd35c2b27e77179038,15050,sao jose do rio preto,SP
23ff42c4bf1f8f16cddb19d8b972974a,37975,itau de minas,MG
cf8ab1616079e2793aa29d524df01bb1,4088,sao paulo,SP
2a7c6c0b0d5efde2bf75ec1e1cec2d41,87015,maringa,PR
c13ef0cfbe42f190780f621ce81f2234,1207,sao paulo sp,SP
365e445f796710c3431557e85caa25db,4083,sao paulo,SP
0bfd0b434243adc5c2e1aa6baf19c6aa,22745,rio de janeiro,RJ
491a5ada3aa1678414e990262c4bbdc1,4208,sao paulo,SP
0db783cfcd3b73998abc6e10e59a102f,11010,santos,SP
bdae679a9b282249bc23b9b69dae9a99,72210,brasilia,DF
cf1313c6e2c01c2f4b014f97db4bcd2b,22050,rio de janeiro \rio de janeiro,RJ
8b11118053756a9a2932f447e11fc1b5,17350,igaracu do tiete,SP
5275ca25d0358ca73864e0ae41be1320,7024,guarulhos,SP
a4b8d97cd5d3674eeff96abc99d8ed67,13177,sumare,SP
333c4210e76a1aa2ab817b99437e3ff1,13880,vargem grande do sul,SP
5eeb9c756d9780b96283e5a2ac6da334,14010,ribeirao preto,SP
729b2d09b2a0bdab221076327f13d050,17320,mineiros do tiete,SP
92d14edfb62ee5ae7fdff70b0f4e7233,9810,sao bernardo do campo,SP
3fadb4cba4c35bce6a7eaf9872d5623a,95013,caxias do sul,RS
270297ead4c65a6cd2593960d2af6b21,4696,sao paulo,SP
79a679c36c08d606b3fd47ead9de109b,2611,sao paulo,SP
b74d1c09cb380e1d03a6f859c6f4224b,20061,rio de janeiro,RJ
8bb48dc19fccaa8613b6229bf7f452a2,19803,assis,SP
70bf57d811208f8923b41bbd499a67a4,7866,franco da rocha,SP
7040e82f899a04d1b434b795a43b4617,1026,sao paulo,SP
41ab63a91b8b264e8c8780368bf1dd5b,31555,belo horizonte,MG
98f52e1020fe788c10c0418de4393fec,27963,macae,RJ
1c56ffe0e9dea2657fc6e95b53f40b13,13575,sao carlos,SP
b9de031b671cd48b28fae9d828cbf2b4,4283,sao paulo,SP
aa8af66c623d7d544dfe4bb85b5ebe3b,32672,betim,MG
5acd070dd3fe441bbb2ec1f1ede515ee,13203,jundiai,SP
8b2d4ab22f42c5cfc338b846decfda60,83820,fazenda rio grande,PR
312ba1d77e9c332ef21f9598b7f64cd7,7179,guarulhos,SP
2f4b0d3b9634b647d4edee577d7ebb7e,2310,sao paulo,SP
79565f7d5603b24ddf07ade262547f2f,14804,araraquara,SP
f543ba3c973276f519d89d59bd46cead,15030,sao jose do rio preto,SP
d90fe2229fee1a5da999ccd0c06c1667,3416,sao paulo,SP
4324dd16853115efb0fd9d0d131ba6f4,13720,sao jose do rio pardo,SP
acb6c2ca5c82411c1fdb88d5fd5eb95e,3423,sao paulo,SP
28405831a29823802aa22c084cfd0649,3644,sao paulo,SP
5d9dc90a686a8fddacffab6bab5653a3,6513,santana de parnaiba,SP
0b3f27369a4d8df98f7eb91077e438ac,7412,aruja,SP
c12d7463a579237ffb9248bd7cff378b,8275,sao paulo,SP
fc6295add6f51a0936407ead70c1001d,4101,sao paulo,SP
86ff3eaef0267069cc891a2ed9d10a17,88135,palhoca,SC
c31eff8334d6b3047ed34bebd4d62c36,13322,salto,SP
b76a1f8356322f12529c37b67d5c96c2,11015,santos,SP
fa3a0b5aabb344b9a92e3524b0202123,83020,sao jose dos pinhais,SP
1e483cc5c76fef08d3ca05f9a8af7d01,2929,sao paulo,SP
8bdd8e3fd58bafa48af76b2c5fd71974,1552,sao paulo,SP
78ba5933c21686d1c2f64669c8c459e7,8810,mogi das cruzes,SP
391fc6631aebcf3004804e51b40bcf1e,14940,ibitinga,SP
1cbd32d00d01bb8087a5eb088612fd9c,3363,sp / sp,SP
5c603ffb38cbbf25a0e0698941324143,37004,varginha,MG
8daab2245ebdc277c51098d01c5ad8ef,8411,sao paulo,SP
c7fdb77fdbff3c41981bc52f787e959e,9111,santo andre,SP
5dceca129747e92ff8ef7a997dc4f8ca,13450,santa barbara d´oeste,SP
52f0fe436a347ddad7ed5f9aa4e27eaa,1129,sao paulo,SP
c53bcd3be457a342a97e39e5a9f0be22,49980,neopolis,SE
52ac6f920b7280e4c6d30dd94de6259b,83321,pinhais,PR
624f4ece8da4aafb77699233d480f8ef,5138,sao paulo,SP
2be17df1c49978426251562096c3cc09,88704,tubarao,SC
0ed6ce5d87fd9c69eaacaeb778d67235,13473,americana,SP
83c8aafbefb034674a70de0eac5b8954,85601,francisco beltrao,PR
cc1f04647be106ba74e62b21f358af25,2739,sao paulo,SP
bff9deb0ec77d437f3305a79cf25529e,13481,limeira,SP
455f46ef09a9e45667e2981df84b5cc2,18052,sorocaba,SP
a888faf2d1baececa6baf9c3d603ee1f,87502,umuarama,PR
9add47bf45ce8e8c7db6b9cf670b1e09,83830,fazenda rio grande,PR
bd43e172d599bed47a85da877172ca8c,89280,sao bento do sul,SC
50770d25768b0486d89be26afca3108f,9271,santo andre,SP
4ef4c39cf3c24f326434cf0b2e48046a,5004,sao paulo,SP
4b90495391ac0bd181a80a459df1e718,96400,bage,RS
d7d517afce974cd491b8d52bb5b5b1fc,3508,sao paulo,SP
8c351ed7c326c62123318f4f3246e906,11701,praia grande,SP
1284de4ae8aa26997e748c851557cf0e,85301,laranjeiras do sul,SP
5d76d80a2f5f39c891b996a1bf4c9853,5727,sao paulo,SP
c840d3fdbba0790404fdae73d253b253,81530,curitiba,PR
f88adb15807168d3c43d71021090ce4a,13660,porto ferreira,SP
5e49e3a44bdeb5aab2684258bbd4f525,88330,balenario camboriu,SC
f4a04f7be452aa3bb31760bf00055dd0,9010,santo andre,SP
062ce95fa2ad4dfaedfc79260130565f,95913,lajeado,RS
134285d1f41da5c13a756ee8142c8a4e,2523,sao paulo,SP
d63f306de130e0391d38a792541723b8,3236,sao paulo,SP
5c6d4016c2a288f074fa0848a2b653d2,1209,sao paulo,SP
8603f0038fe0e52fedd3382d266723de,88495,garopaba,SC
4ce8b55b4bfa4659184e7becc1fba3f2,83823,fazenda rio grande,PR
53243585a1d6dc2643021fd1853d8905,42738,lauro de freitas,BA
778323240ce2830d68aab11794e00bfb,13600,sao paulo,SP
8629c241b3622ac12cd4118afdc8d394,14090,ribeirao preto,SP
921323538c9f1c4e816f2720eac02bea,1319,sao paulo,SP
4be9ae93c4fc0f41713d71a4194ee1b3,35500,divinopolis,MG
fe9d9cf8631285d5982c6e2cf27fb114,36200,barbacena/ minas gerais,MG
1352e06ae67b410cdae0b2a22361167b,26051,rio de janeiro,RJ
e3e15e2c0b9700561efac21c6be48066,5315,sao paulo,SP
ebd1417732defaf66c50b5a800eb293e,86047,londrina,PR
6bd69102ab48df500790a8cecfc285c2,4293,sao paulo,SP
ac6417315ae5da8f9a38ee11de6f7780,7400,aruja,SP
5def4c3732941a971cba8fdee992ede1,2113,sao paulo,SP
63a79f5a7eb5cb48a7e5787b141c7993,38701,patos de minas,MG
e9874ae10b2d60d43917b6bbfa13a599,86604,rolandia,PR
0b46f784306be7200ca1700aa55d819f,31210,belo horizonte,MG
d180e07dc1e58c31c3f0cd599dc4d945,30620,belo horizonte,MG
fe701d88b67eaca109dffd464d1be9f9,24900,marica,RJ
3f84fefc07dc159b268d4a77d3e8c425,83833,fazenda rio grande,PR
403aa86912527d730337ffcb0fb096ab,30220,belo horizonte,MG
e5545d4d4473876ea78c5bcebca365c3,17512,marilia,SP
042573af89b6d931f672efaf789d8358,18015,sorocaba,SP
6879c4d287a8dd06b11f54ea8f78e4da,6186,osasco,SP
e067ad2c1c0b48758eb1b5228bcf7a68,11045,santos,SP
058cb5aeb36d7c0fcae20fc85d5e0a59,21635,rio de janeiro,RJ
b56906f7fd1696e043f1bcce164c487b,19830,echapora,SP
17adeba047385fb0c67d8e90b4296d21,7052,guarulhos,SP
33ac3e28642ab8bda860a2f693000e78,6717,cotia,SP
3c4e0452bff7a2a788179488d3d77032,83408,colombo,PR
4c8545742faaf58fafd5fd14d25d75cf,15603,fernandopolis,SP
02f5837340d7eb4f653d676c7256523a,80620,curitiba,PR
d79e8478eed9999493990b44955fb22e,20081,rio de janeiro / rio de janeiro,RJ
bf961104a38e01b9062ee026bb657dee,14055,ribeirao preto,SP
0c7533c71df861ec58ad7ff999ed0e8d,13270,valinhos,SP
cd843d4cf8ef32827de0396605163ba3,36071,juiz de fora,MG
dcb7367a92f5ffb89f1e2152ed260285,17700,osvaldo cruz,SP
656591be56071d4c9ef4e5fee78a578a,9180,santo andre,SP
fb89df7f89fd1b8f03fa2acca1ba7364,85853,foz do iguacu,PR
a72f15980dc3e9bfd1a49ac9b2f3af65,17512,marilia,SP
630008e0f062605a415d694489f6f82e,1026,sao paulo,SP
e83c76265fc54bf41eac728805e4da77,16074,aracatuba,SP
9fe7c6641c79970ab48185498f547c09,3147,sao paulo,SP
d3674f271c91f824f82d24d92011f669,72233,brasilia,DF
05aebce0b5c8f0d41b29b686f2d05fd3,3962,sao paulo,SP
f63d8f293af3a6454377546bd9dd19ff,18110,votorantim,SP
f90f77ef2799a27f80d90c425ca944f7,86020,londrina,PR
1b45169b635ef59425637e9a33eb5fb3,87050,maringa,PR
71dc18fd8cbf5fd77f45dd8b427abb34,82520,curitiba,PR
f5fea3ffed6c2e889bab72705557c63a,21240,rio de janeiro,RJ
d2374cbcbb3ca4ab1086534108cc3ab7,14940,ibitinga,SP
e433f5fd4050e3352b5d83522b7fe24b,86702,arapongas,PR
a2deecd5398f5df4987110c80a1972a3,5043,sao paulo,SP
b05b432bf68945d4d9783f9e3ca29ee8,16200,birigui,SP
9cad4b68bb993ee401a3c5aaa2bc26dd,16200,birigui,SP
10ff823eda2b032e2c93d17a7d294736,17280,pederneiras,SP
17908cf9b444ee34047cadd5c0f4a516,75124,anapolis,GO
e64ddbe1cbcf4f2fc3092b7c481f3f9d,3513,sao paulo,SP
dace965ca58120f92f8d742a9fa1864b,14015,sao paulo,SP
e732329483fd5f27367dd997b47f598a,89030,blumenau,SC
9df5750209b83567ec144eb299d7d634,93032,sao leopoldo,RS
e59e489e2ea74bd409b798b5daf49de3,87060,maringa,PR
e5c84227854980f1db19a58958c551d9,83823,fazenda rio grande,PR
d4f91e8be86b38da2ee35bc489645a9d,12512,guaratingueta,SP
2063dd1b9f568df1c16741ea7d3e6adb,85065,guarapuava,PR
83f2b4881141ce3fcd4e985125d3279e,14055,ribeirao preto,SP
dedcab67899479e4ea5dcc4eba47f587,89258,jaragua do sul,SC
6ba4733aa33f6386e9fb0c0fd3993b38,95560,torres,RS
0791d9fc1e30678ecf03d3e55fa108d3,30775,belo horizonte,MG
b347677812ea483b0f528eaf8cbc09b7,82540,curitiba,PR
07017df32dc5f2f1d2801e579548d620,58030,joao pessoa,PB
901b460cdce0c64e471230d7f2f9f3a3,90620,porto alegre,RS
01ed254b9ff8407dfb9d99ba1e17d923,8710,mogi das cruzes,SP
e5a3438891c0bfdb9394643f95273d8e,13483,limeira,SP
94b9108d4b637ba65bb4f1e53cfcf8d8,7221,guarulhos,SP
0df3984f9dfb3d49ac6366acbd3bbb85,32604,betim,MG
fe19dce63ae80346207c6c55713d1023,38010,uberaba,MG
5a4236931428800e9d9cc04af0987118,2916,sao paulo,SP
74871d19219c7d518d0090283e03c137,4650,sao paulo,SP
1fa2d3def6adfa70e58c276bb64fe5bb,4106,sao paulo,SP
99a25c39b28a74d1151c35c18d178292,2236,sao paulo,SP
e09887ca8c7bf8a4621ce481820414ef,8431,sao paulo,SP
817f85dbb65aa3e70831d90fe75cdf89,18530,tiete,SP
c89cf7c468a48af70aada384e722f9e2,25730,petropolis,RJ
cc3d14116804f7209f3884f6367f1152,82940,curitiba,PR
800214c63934acd05d47e84214db8ba8,89251,jaragua do sul,SC
8581055ce74af1daba164fdbd55a40de,7112,guarulhos,SP
ae7ab174effdead6c241e547e4ca13f0,86703,arapongas,PR
4978a02ea9c8be7a9b5480680f40334e,8215,sao paulo,SP
14f2b3587172b9db894c9bad8dab520b,95240,ipe,RS
57a834594e1e9e9219603bfec184eadc,98780,santa rosa,RS
e256a62e0ac58c0edfba09966142d561,81320,curitiba,PR
c66dccfb3f109511246da627dd5a2498,11900,registro,SP
04ee0ec01589969663ba5967c0e0bdc0,95910,lajeado,RS
9198786624eaeb375793215cad26cfa6,89136,rodeio,SC
157c3e4b42f81ac4a44e8b1ca2fe9876,3211,sao paulo,SP
3ade81dab5a172b88e1871c28ae05260,15076,sao jose do rio preto,SP
9bc484c87d79cd4874e05ca182658045,2422,sao paulo,SP
5aaa890629f83706d8d9bfecd8377c1c,25720,petropolis,RJ
72c5da29406b4234927b81855e7b64f6,7077,guarulhos,SP
32b8764b4ef628b53608fc34011fcc13,88504,lages,SC
d624126b9206f595fb3fbb6ba03b28a8,80045,curitiba,PR
85e7c62c1d6ea078c3897424f867a7c8,88220,itapema,SC
f9bbdd976532d50b7816d285a22bd01e,5319,sao paulo,SP
dd58ee93286b0821565574c570e9e1dc,81650,curitiba,PR
679769a98cfcc6da877c8486ff1c13f3,35162,ipatinga,MG
670c26e0f1bf8d0576271d5cfaec6d2b,87025,maringa,PR
3ded4e2d5f135cb103e5949d7263d2dd,37550,pouso alegre,MG
5075aaa8404020ae6aa8bf4792099b41,37706,pocos de caldas,MG
55f7a3319d80f7fdf078b8f03e6725fe,6056,osasco,SP
28fb0829fd777877cdc350d25cb5bd5b,15051,sao jose do rio pret,SP
bc07d855eac23aab5ac8a120f21d16b2,8710,mogi das cruzes,SP
df0f42bc4c2142eacf0eaf2cffd0cfbb,88306,itajai,SC
ba8e85df286308fe68a2ce83a8f8b2d6,88135,santa catarina,SC
a4b6b9b992b46e9ef863637af96e04bc,88090,florianopolis,SC
94ca168e8bcb407ab85c5da308863027,16250,clementina,SP
c3fe93ba3085f92855c97e57f38c8c05,81510,curitiba,PR
1b61fb1f0f2185d89e9a126c498e9cc7,87015,maringa,PR
ad14615bdd492b01b0d97922e87cb87f,88704,tubarao,SC
db2956745b3a8e9f3785c99f34b5d25e,11600,sao sebastiao,SP
c9a06ece156bb057372c68718ec8909b,73020,brasilia,DF
e00d85ce20ea50c1224c66ca5050527d,6286,osasco,SP
00d8b143d12632bad99c0ad66ad52825,30170,belo horizonte,MG
59fb871bf6f4522a87ba567b42dafecf,3655,sao paulo,SP
dc50afafdfa325eadc890c7fa42a8f4e,87050,maringa,PR
4a23adac87cf538689fa600d976f78b2,4537,sao paulo,SP
655220df33262c7e0c4949a147366f94,9951,diadema,SP
81f89e42267213cb94da7ddc301651da,19063,presidente prudente,SP
4e5725ba188db8252977a4f0227bd462,14092,ribeirao preto,SP
9cf787a239c1aa29dbd76f153dc13f9a,14403,franca,SP
6806dad1da97bfb5a9038eac6881f706,83280,guaratuba,PR
13dd308f81fea30cc670c656b2b46cc3,13454,santa barbara d'oeste,SP
56db5c0782e8f7ddc9343f9576ff6d16,88132,palhoca,SC
83deb69e889cf80f82be1dc6d5f2d486,88056,florianopolis,SC
6e4a902d1054e4e17aa6eab87fac1c75,18090,sorocaba,SP
0176f73cc1195f367f7b32db1e5b3aa8,14940,ibitinga,SP
